,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-6.49609375,-9.171875,-10.2578125,-10.6875,-10.203125,-11.390625
1,-8.15625,-9.8125,-11.0703125,-10.578125,-10.078125,-10.6484375
2,-8.1171875,-10.0078125,-10.125,-9.5859375,-8.6640625,-7.75390625
3,-6.90625,-6.59765625,-10.8828125,-10.7109375,-10.6328125,-11.6796875
4,-6.33203125,-8.171875,-9.5625,-9.765625,-9.375,-10.765625
5,-6.6484375,-11.5078125,-9.625,-9.921875,-9.8125,-10.2578125
6,-7.671875,-10.1328125,-8.6328125,-9.375,-9.4140625,-10.375
7,-6.66796875,-6.390625,-9.84375,-10.1015625,-10.8203125,-11.6640625
8,-7.28125,-6.1015625,-4.11328125,-8.796875,-8.46875,-9.4296875
9,-6.21484375,-8.9765625,-9.6640625,-10.671875,-10.3203125,-11.09375
10,-7.8515625,-7.53125,-9.78125,-9.640625,-10.0625,-11.3984375
11,-7.1484375,-6.30859375,-10.6171875,-9.8359375,-10.5625,-11.484375
12,-6.7734375,-5.875,-6.66015625,-9.75,-9.6796875,-10.7265625
13,-7.1640625,-7.21484375,-6.140625,-11.359375,-10.6640625,-11.8125
14,-6.99609375,-10.4453125,-12.0078125,-11.6484375,-11.203125,-12.0390625
15,-6.6328125,-9.8828125,-9.109375,-8.890625,-10.15625,-11.078125
16,-6.8671875,-9.6171875,-11.0234375,-10.9140625,-11.3203125,-9.9765625
17,-6.7421875,-7.046875,-11.484375,-10.5703125,-10.3671875,-10.8828125
18,-7.16796875,-9.3515625,-10.4765625,-10.390625,-10.03125,-11.15625
19,-8.0390625,-7.87109375,-8.3046875,-9.65625,-10.21875,-10.015625
