,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-9.5546875,-14.046875,-12.9765625,-12.015625,-12.375,-13.0625
1,-11.1875,-13.1640625,-12.484375,-12.546875,-13.328125,-13.6640625
2,-9.5703125,-12.640625,-10.7109375,-10.421875,-11.5546875,-11.1640625
3,-8.0,-12.9375,-13.375,-11.8359375,-13.21875,-13.34375
4,-10.359375,-14.0,-12.65625,-12.7421875,-10.859375,-11.875
5,-10.1015625,-14.515625,-13.6171875,-12.28125,-12.5546875,-13.453125
6,-11.015625,-13.1875,-12.5234375,-12.3125,-12.8359375,-12.3671875
7,-10.0390625,-14.1015625,-11.0859375,-11.71875,-11.5078125,-11.6328125
8,-7.7109375,-13.03125,-12.53125,-12.203125,-11.328125,-12.1328125
9,-8.578125,-13.6328125,-11.609375,-11.671875,-11.640625,-11.8828125
10,-8.7421875,-12.421875,-10.8203125,-9.5546875,-10.3359375,-10.671875
11,-5.625,-12.34375,-10.3984375,-9.9140625,-7.74609375,-8.0078125
12,-8.6328125,-12.8515625,-12.4609375,-11.3671875,-11.3671875,-11.5234375
13,-9.015625,-11.84375,-10.875,-11.4375,-13.390625,-12.390625
14,-7.12109375,-11.4140625,-10.921875,-11.1015625,-12.125,-12.5390625
15,-9.1953125,-12.8125,-13.0078125,-12.9609375,-13.8125,-12.734375
16,-8.0859375,-11.203125,-10.703125,-10.671875,-11.296875,-12.34375
17,-8.5234375,-12.1953125,-11.71875,-12.875,-13.7109375,-13.2890625
18,-10.65625,-13.0078125,-12.0390625,-10.5234375,-9.8125,-9.9375
19,-8.6953125,-12.796875,-12.4296875,-11.8125,-12.09375,-13.1875
