,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-2.041015625,-4.78515625,-9.0,-11.5625,-11.71875,-12.2109375
1,-3.798828125,-7.52734375,-10.9375,-10.6875,-10.46875,-8.96875
2,-3.58203125,-8.515625,-12.2109375,-13.7734375,-11.46875,-12.6328125
3,-3.537109375,-7.99609375,-12.3984375,-12.65625,-11.1328125,-11.6484375
4,-4.5390625,-7.22265625,-7.828125,-10.46875,-13.0,-12.484375
5,-3.4765625,-11.46875,-13.6328125,-11.65625,-12.0234375,-12.4765625
6,-3.65625,-9.921875,-11.8046875,-11.8515625,-12.34375,-12.921875
7,-3.625,-9.203125,-9.6953125,-12.6875,-11.90625,-12.078125
8,-3.615234375,-8.3046875,-13.3203125,-11.765625,-11.4765625,-13.3671875
9,-4.34765625,-11.6875,-12.4140625,-11.2265625,-12.234375,-12.8828125
10,-3.609375,-6.83203125,-7.4609375,-12.0546875,-12.2890625,-14.2421875
11,-3.3984375,-6.328125,-9.671875,-9.0234375,-8.390625,-8.75
12,-1.98828125,-10.25,-12.6015625,-10.1015625,-9.6328125,-10.3125
13,-5.17578125,-6.46875,-11.625,-12.109375,-11.5546875,-11.2421875
14,-1.689453125,-11.359375,-12.1484375,-11.609375,-10.859375,-8.5390625
15,-3.87109375,-4.203125,-6.18359375,-10.78125,-11.875,-12.734375
16,-3.2734375,-5.71875,-8.171875,-10.53125,-12.5234375,-13.171875
17,-3.51171875,-6.3359375,-11.9765625,-9.203125,-11.4296875,-11.53125
18,-4.3203125,-6.44140625,-12.1796875,-12.5078125,-12.5625,-12.609375
19,-3.712890625,-8.6171875,-12.953125,-11.8984375,-11.8828125,-12.78125
