,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.341796875,-6.390625,-5.8203125,-8.078125,-8.640625,-8.5390625
1,-3.49609375,-6.92578125,-6.828125,-7.45703125,-7.6796875,-9.6015625
2,-4.33203125,-6.87890625,-7.1328125,-7.5078125,-7.16796875,-6.64453125
3,-2.953125,-6.5078125,-6.5625,-5.00390625,-6.2421875,-7.20703125
4,-4.203125,-7.3203125,-6.55078125,-7.62109375,-6.84375,-7.6171875
5,-3.671875,-6.78125,-6.2578125,-6.33203125,-6.33203125,-10.015625
6,-3.822265625,-7.2265625,-6.08984375,-7.26953125,-9.1875,-8.671875
7,-4.09765625,-7.09375,-7.3046875,-8.3359375,-10.3125,-12.3984375
8,-3.578125,-7.8125,-6.22265625,-7.42578125,-6.53125,-7.59375
9,-4.15625,-7.21875,-6.68359375,-5.8359375,-6.453125,-7.30078125
10,-3.875,-8.6328125,-7.71875,-8.8125,-7.5390625,-10.59375
11,-4.1328125,-5.890625,-8.078125,-6.18359375,-6.2734375,-7.99609375
12,-4.28125,-7.86328125,-7.80078125,-7.17578125,-7.23828125,-8.90625
13,-3.322265625,-9.578125,-8.5390625,-8.265625,-7.42578125,-8.671875
14,-4.37109375,-7.26171875,-6.65234375,-5.96875,-8.1015625,-8.671875
15,-4.06640625,-7.578125,-7.20703125,-7.828125,-6.6796875,-8.8359375
16,-4.9140625,-6.3515625,-6.7265625,-6.73828125,-8.5859375,-8.984375
17,-3.298828125,-7.03125,-6.90234375,-6.89453125,-6.609375,-9.0625
18,-4.36328125,-7.64453125,-5.9140625,-6.93359375,-8.1328125,-9.140625
19,-4.04296875,-6.7421875,-7.41796875,-6.2421875,-6.59765625,-7.9453125
