,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-3.029617547988892,-2.155999183654785,-4.790966510772705,-6.237171173095703,-5.940241813659668,-6.757640361785889
1,-1.69205904006958,-6.109915733337402,-5.593042373657227,-5.607995510101318,-5.696227073669434,-5.837717056274414
2,-2.085181713104248,-7.132846832275391,-6.392171859741211,-5.2740020751953125,-4.751267433166504,-6.290454387664795
4,-2.387845039367676,-6.810171604156494,-6.8308424949646,-5.137872219085693,-6.469167232513428,-6.45128059387207
3,-2.4123082160949707,-6.441642761230469,-5.94240140914917,-5.802227020263672,-6.319383144378662,-6.428610801696777
5,-1.8510198593139648,-7.316530704498291,-7.087403297424316,-6.521998882293701,-5.946284294128418,-6.565927505493164
7,-2.3618834018707275,-2.9716947078704834,-7.270907878875732,-7.174038887023926,-5.950387954711914,-6.461394786834717
6,-2.751426219940185,-1.0326097011566162,-1.4980679750442505,-4.874713897705078,-3.03513240814209,-5.9203386306762695
8,-3.094021797180176,-3.220398187637329,-5.992227077484131,-5.869628429412842,-5.667316436767578,-5.583547592163086
15,-2.334749698638916,-7.199865818023682,-6.599819660186768,-6.547711849212647,-6.754024505615234,-6.471912860870361
9,-1.8521592617034912,-7.071047782897949,-5.607686996459961,-5.670828819274902,-6.346078872680664,-6.784071445465088
14,-1.7544559240341189,-4.495741844177246,-7.897475242614746,-5.466222286224365,-4.531023025512695,-5.125383377075195
10,-2.953279972076416,-6.915567874908447,-6.203641891479492,-5.877867698669434,-5.737122058868408,-5.740585803985596
12,-2.039692640304565,-6.43455171585083,-6.850905895233154,-7.08560848236084,-7.246996879577637,-6.967685699462891
11,-1.7281560897827148,-7.243583679199219,-6.447641372680664,-6.391770362854004,-5.6328125,-5.502497673034668
13,-2.4803621768951416,-3.1212050914764404,-5.753666877746582,-6.518178462982178,-5.601986408233643,-5.947494983673096
16,-2.648555994033813,-6.79642915725708,-6.8874616622924805,-7.051042556762695,-6.685683250427246,-7.065062046051025
17,-2.062546491622925,-1.7671773433685305,-3.1946001052856445,-3.910842895507813,-6.609719753265381,-7.006505966186523
18,-3.675982713699341,-6.327662944793701,-5.550290584564209,-5.37418794631958,-4.902230262756348,-5.925339698791504
19,-2.123568058013916,-5.898387908935547,-6.097114086151123,-6.27009916305542,-5.502824783325195,-6.717749118804932
