,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
1,-2.237849235534668,-6.740124225616455,-6.020647048950195,-5.817072868347168,-5.507627487182617,-5.837717056274414
3,-3.346071243286133,-7.499237537384033,-6.567321300506592,-6.360156059265137,-6.628746509552002,-6.428610801696777
8,-3.889218330383301,-4.217706203460693,-5.52675724029541,-6.243340492248535,-6.232444763183594,-5.583547592163086
2,-2.676034450531006,-7.876799583435059,-6.590489864349365,-6.808716773986816,-7.169073104858398,-6.290454387664795
14,-2.270131826400757,-6.497142791748047,-8.269049644470215,-5.634780406951904,-4.602115631103516,-5.125383377075195
12,-2.773420810699463,-7.422811985015869,-7.417367935180664,-7.646214962005615,-7.520795822143555,-6.967685699462891
21,-3.258550882339477,-6.531639099121094,-6.3507585525512695,-6.715101718902588,-6.230689525604248,-6.390969753265381
23,-3.486588716506958,-7.393846035003662,-6.220845699310303,-6.353897571563721,-7.200387477874756,-7.032064437866211
9,-2.400668144226074,-7.748551368713379,-6.339501857757568,-6.550770282745361,-6.681723594665527,-6.784071445465088
11,-2.3292760848999023,-8.62923812866211,-6.876251220703125,-6.577962398529053,-5.612802028656006,-5.502497673034668
10,-3.3702585697174072,-7.787273406982422,-6.945548057556152,-6.456674098968506,-6.267879962921143,-5.740585803985596
20,-2.345362424850464,-8.10727310180664,-6.197113990783691,-5.94818639755249,-6.802478313446045,-6.936676025390625
0,-4.767787933349609,-3.4051592350006104,-5.471016883850098,-6.788668155670166,-6.715817451477051,-6.757640361785889
17,-2.9990196228027344,-3.864964485168457,-5.100183963775635,-6.54252290725708,-7.013676643371582,-7.006505966186523
18,-3.840553998947144,-6.982753753662109,-5.77376651763916,-5.486603736877441,-5.686610698699951,-5.925339698791504
19,-3.0438146591186523,-7.260989189147949,-6.087646484375,-5.955841064453125,-5.060062885284424,-6.717749118804932
16,-4.178208827972412,-8.68752670288086,-7.3595685958862305,-7.782929420471191,-7.245025157928467,-7.065062046051025
4,-2.1411004066467285,-7.39242696762085,-7.192529201507568,-4.7045769691467285,-6.12067174911499,-6.45128059387207
5,-2.673440456390381,-7.453210353851318,-7.341410636901855,-6.987089157104492,-6.256517887115479,-6.565927505493164
13,-3.203397274017334,-5.413420677185059,-6.0953521728515625,-6.429244041442871,-6.848402976989746,-5.947494983673096
6,-3.618050336837769,-2.5352606773376465,-2.956174373626709,-6.5918378829956055,-5.380760192871094,-5.9203386306762695
