,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
1,-4.946964740753174,-12.054710388183594,-12.495765686035156,-12.563529014587402,-12.708247184753418,-12.67599391937256
3,-5.879940509796143,-12.150428771972656,-12.604186058044434,-12.35543441772461,-11.838650703430176,-11.750596046447754
8,-5.255731582641602,-12.964720726013184,-13.189129829406738,-12.09486484527588,-12.002683639526367,-11.566490173339844
2,-6.568889141082764,-5.9666924476623535,-8.028291702270508,-12.091390609741213,-11.783710479736328,-11.020750999450684
14,-4.977152824401856,-12.27418613433838,-10.941390991210938,-12.637965202331545,-10.672980308532717,-12.588418006896973
12,-4.955650806427002,-8.92609977722168,-12.319515228271484,-12.360654830932615,-11.079428672790527,-12.12253761291504
21,-8.712669372558594,-12.412999153137209,-14.054299354553224,-12.834644317626951,-13.164745330810549,-13.845222473144531
23,-5.70404863357544,-8.316455841064453,-13.978841781616213,-13.935619354248049,-13.41447639465332,-13.172568321228027
9,-5.705341815948486,-5.643683910369873,-12.333738327026367,-11.436287879943848,-12.075021743774414,-12.6173677444458
11,-6.505638599395752,-6.725175857543945,-11.931344032287598,-11.99932861328125,-11.589012145996094,-11.95976448059082
10,-5.224523544311523,-7.298397541046143,-11.209275245666504,-12.58568286895752,-12.362504959106444,-12.42293930053711
0,-5.576969623565674,-12.585726737976074,-13.81889533996582,-13.59349250793457,-13.651867866516112,-14.449488639831545
17,-5.326452732086182,-5.45691442489624,-8.417119026184082,-11.6312894821167,-11.91356372833252,-12.497626304626465
18,-7.536798477172852,-11.20748805999756,-12.158889770507812,-12.982232093811035,-12.977468490600586,-12.588171005249023
19,-5.900992393493652,-13.640462875366213,-13.240297317504885,-14.040974617004396,-13.825265884399414,-13.894609451293944
16,-6.511553287506104,-12.79783058166504,-13.126413345336914,-12.945594787597656,-13.041824340820312,-13.318256378173828
4,-5.831138610839844,-11.035380363464355,-12.640324592590332,-11.664347648620604,-12.285696029663086,-11.544304847717283
20,-6.453135013580322,-7.260715484619141,-8.267694473266602,-11.728100776672363,-11.683426856994627,-12.064326286315918
5,-7.271628856658935,-12.3740873336792,-12.44125270843506,-12.618738174438477,-12.565350532531738,-12.165937423706056
13,-5.848458290100098,-12.701044082641602,-12.598677635192873,-12.175891876220703,-12.080105781555176,-11.50126838684082
6,-7.75474214553833,-8.48446273803711,-12.313608169555664,-11.458867073059082,-12.053422927856444,-12.072661399841309
7,-7.08984375,-9.9296875,-12.9375,-12.34375,-12.875,-12.375
15,-4.88671875,-12.3984375,-12.328125,-12.34375,-12.4296875,-12.28125
