,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-6.46875,-7.67578125,-6.22265625,-7.30078125,-7.15625,-7.00390625
1,-7.19140625,-7.94140625,-6.8203125,-6.484375,-6.484375,-7.609375
2,-6.4140625,-7.97265625,-7.29296875,-7.3671875,-7.28125,-7.33984375
3,-6.078125,-8.484375,-7.3046875,-8.140625,-7.65234375,-7.1328125
4,-6.9921875,-7.8046875,-7.671875,-7.25390625,-7.6484375,-7.421875
5,-6.91796875,-8.8828125,-7.6171875,-6.83984375,-6.875,-7.10546875
6,-7.546875,-6.86328125,-5.34375,-6.3203125,-4.94921875,-6.47265625
7,-6.453125,-8.1171875,-7.48828125,-7.58984375,-7.01953125,-7.76171875
8,-6.515625,-8.890625,-7.54296875,-7.40625,-8.6015625,-8.3828125
9,-7.28125,-7.13671875,-7.27734375,-6.11328125,-6.0703125,-7.609375
10,-7.48828125,-7.296875,-5.61328125,-6.0234375,-6.38671875,-5.97265625
11,-6.0859375,-7.37109375,-8.1171875,-6.875,-7.91796875,-7.59375
12,-7.40625,-7.62109375,-7.6015625,-7.6015625,-7.6015625,-7.8203125
13,-6.4765625,-7.72265625,-6.640625,-7.0390625,-7.0390625,-8.125
14,-7.0703125,-9.046875,-8.0703125,-7.69140625,-6.98828125,-7.86328125
15,-6.89453125,-6.56640625,-7.65625,-6.62890625,-6.34765625,-7.37109375
16,-6.80078125,-8.0703125,-6.7578125,-6.25390625,-6.58984375,-7.0703125
17,-6.5859375,-8.0078125,-7.24609375,-6.78125,-6.99609375,-7.78515625
18,-6.51953125,-7.82421875,-6.3359375,-7.36328125,-6.9140625,-7.078125
19,-7.22265625,-8.53125,-8.171875,-8.703125,-7.7109375,-8.6875
