,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-9.6015625,-8.5078125,-6.80078125,-7.44921875,-7.68359375,-7.00390625
1,-9.5078125,-8.953125,-7.53125,-7.53125,-7.9375,-7.609375
2,-8.9375,-9.4375,-7.91796875,-8.3203125,-7.6640625,-7.33984375
3,-9.8046875,-9.0078125,-8.3515625,-8.5546875,-8.4765625,-7.1328125
4,-8.59375,-8.0078125,-8.703125,-7.2734375,-7.5078125,-7.421875
5,-8.3515625,-9.1953125,-8.28125,-7.31640625,-7.9140625,-7.10546875
6,-8.34375,-7.93359375,-6.41796875,-7.11328125,-6.00390625,-6.47265625
7,-9.703125,-9.5859375,-8.2890625,-8.09375,-8.390625,-7.76171875
8,-8.046875,-9.5703125,-7.734375,-7.97265625,-8.2265625,-8.3828125
9,-9.265625,-8.4609375,-7.63671875,-7.109375,-7.53515625,-7.609375
10,-9.4140625,-8.234375,-6.45703125,-6.01171875,-5.77734375,-5.97265625
11,-8.2265625,-8.75,-8.65625,-7.9609375,-8.1328125,-7.59375
12,-9.75,-8.4609375,-8.4140625,-8.3984375,-8.84375,-7.8203125
13,-6.69140625,-8.703125,-7.765625,-8.5390625,-8.6171875,-8.125
14,-7.73046875,-9.2734375,-8.40625,-7.8125,-7.80859375,-7.86328125
15,-8.109375,-8.421875,-7.9609375,-7.5234375,-7.4296875,-7.37109375
16,-9.71875,-7.70703125,-7.1953125,-6.65234375,-7.35546875,-7.0703125
17,-8.6640625,-8.140625,-7.69921875,-7.42578125,-7.7421875,-7.78515625
18,-9.2265625,-8.21875,-6.92578125,-7.42578125,-7.4296875,-7.078125
19,-8.1015625,-8.796875,-9.03125,-9.1796875,-8.0859375,-8.6875
