,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-3.482421875,-7.44140625,-6.65234375,-7.265625,-6.4765625,-6.8828125
1,-4.0859375,-7.30078125,-5.7578125,-6.58984375,-6.69921875,-6.09375
2,-3.37890625,-6.83984375,-5.97265625,-6.13671875,-6.45703125,-5.74609375
3,-3.193359375,-5.8984375,-7.8671875,-6.59375,-6.94140625,-6.125
4,-3.51171875,-8.578125,-8.2265625,-7.98828125,-7.87109375,-7.109375
5,-3.263671875,-8.640625,-8.203125,-7.86328125,-7.81640625,-7.875
6,-3.412109375,-7.75390625,-7.79296875,-7.375,-7.6796875,-6.57421875
7,-2.443359375,-7.7890625,-6.7890625,-6.82421875,-6.578125,-5.671875
8,-4.625,-4.6328125,-7.0,-7.296875,-6.8828125,-6.375
9,-2.6796875,-4.46484375,-6.51953125,-5.71484375,-4.7890625,-5.03125
10,-2.62109375,-7.54296875,-6.75390625,-6.8359375,-6.5703125,-6.578125
11,-2.87890625,-5.2265625,-7.26171875,-6.9921875,-7.15625,-6.21875
12,-2.49609375,-5.88671875,-6.59765625,-7.2734375,-7.16015625,-7.33203125
13,-3.458984375,-6.8125,-6.484375,-6.61328125,-6.515625,-6.8984375
14,-2.0625,-7.3828125,-6.92578125,-5.2890625,-5.6796875,-6.0546875
15,-3.5234375,-7.765625,-6.19921875,-6.18359375,-6.14453125,-6.59765625
16,-3.072265625,-7.23046875,-6.359375,-7.05859375,-6.76171875,-6.625
17,-2.740234375,-7.83203125,-7.8125,-7.3046875,-7.5546875,-7.26171875
18,-3.591796875,-6.8046875,-6.765625,-6.8046875,-6.20703125,-6.703125
19,-3.08203125,-7.04296875,-6.96875,-6.66015625,-6.45703125,-6.671875
