,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-7.090864181518555,-4.988394260406494,-5.302532196044922,-8.30113697052002,-9.800979614257812,-11.7647066116333
1,-6.961104869842529,-6.539468765258789,-11.36872386932373,-11.005724906921388,-10.249677658081056,-10.818760871887209
2,-6.056805610656738,-6.040802001953125,-10.141322135925291,-10.95482349395752,-8.76104736328125,-10.488954544067385
4,-8.611082077026367,-9.781330108642578,-10.01035213470459,-11.436677932739258,-9.995479583740234,-9.613853454589844
3,-7.046288967132568,-10.61954402923584,-11.75709342956543,-10.419119834899902,-10.973212242126465,-10.699294090270996
5,-6.959414005279541,-9.441717147827148,-10.10374355316162,-9.967995643615724,-9.833534240722656,-10.882585525512695
7,-6.6284050941467285,-6.575065612792969,-6.477042198181152,-12.413763046264648,-10.919926643371582,-11.712298393249512
6,-8.419368743896484,-10.504875183105469,-10.377182960510254,-10.185704231262209,-10.052613258361816,-9.38322639465332
15,-7.333287715911865,-9.254634857177734,-10.770666122436523,-8.082456588745117,-8.493264198303223,-10.90874481201172
8,-6.798944473266602,-6.215516090393066,-10.646642684936523,-10.970864295959473,-10.547266006469728,-11.281728744506836
9,-6.141303062438965,-9.342899322509766,-11.456027030944824,-10.145387649536133,-9.073112487792969,-9.649084091186523
14,-6.540960788726807,-6.971123218536377,-11.015892028808594,-10.607742309570312,-11.689352989196776,-11.106084823608398
10,-8.312915802001953,-7.103468418121338,-6.281776905059815,-10.091821670532228,-10.37332820892334,-10.942848205566406
12,-7.0922441482543945,-8.503927230834961,-10.295090675354004,-10.313859939575195,-10.790576934814451,-10.391630172729492
11,-6.0015549659729,-9.277740478515623,-10.934615135192873,-10.142810821533203,-10.104985237121582,-11.257549285888672
13,-7.095901012420654,-7.680655479431152,-10.914263725280762,-6.733240127563477,-10.799612998962402,-11.688982963562012
16,-6.465845108032227,-9.185591697692873,-9.498202323913574,-7.800108909606934,-8.3197021484375,-8.993119239807129
17,-6.137933731079102,-5.142569541931152,-6.253329277038574,-9.432690620422363,-12.007318496704102,-10.86481761932373
18,-7.685797214508057,-9.251509666442873,-11.165093421936035,-11.07424259185791,-10.86081600189209,-11.41624927520752
19,-7.221442699432373,-7.228274345397949,-10.63088321685791,-10.63088321685791,-11.779939651489258,-11.011837005615234
