,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.491251468658447,-8.22462272644043,-7.857418537139893,-8.252522468566895,-8.236931800842285,-8.596776962280273
1,-6.438009738922119,-7.390414714813232,-7.696994304656982,-7.575561046600342,-7.1649580001831055,-8.232034683227539
2,-6.498820781707764,-7.24043083190918,-7.130761623382568,-8.189603805541992,-8.30508804321289,-8.750704765319824
4,-6.372312545776367,-6.805112838745117,-6.174387454986572,-8.638569831848145,-9.116119384765623,-9.087690353393556
3,-6.20574951171875,-7.708700180053711,-8.37833309173584,-7.319528579711914,-7.776562213897705,-7.576545238494873
5,-6.39647388458252,-5.416373252868652,-9.023078918457031,-9.606165885925291,-10.564913749694824,-10.869661331176758
7,-6.303479671478272,-6.326762676239014,-8.613794326782227,-7.807757377624512,-7.3826422691345215,-8.340712547302246
6,-6.373856067657471,-6.956894397735596,-6.65236759185791,-7.173223495483398,-7.350465297698975,-7.849454402923584
8,-7.653754711151123,-7.991352558135986,-8.397157669067383,-8.438450813293457,-8.614200592041016,-8.86667251586914
15,-6.19998836517334,-6.660886764526367,-8.786595344543457,-8.786595344543457,-8.786595344543457,-8.990238189697266
9,-6.469859600067139,-9.340145111083984,-9.271031379699709,-8.984282493591309,-8.274499893188477,-9.30216121673584
14,-6.18599271774292,-6.812571048736572,-8.200658798217773,-7.955475807189941,-7.495411396026611,-8.826264381408691
10,-7.539289951324463,-7.6305646896362305,-8.554741859436035,-8.775799751281738,-9.003358840942383,-9.273300170898438
12,-7.020928382873535,-7.535454273223877,-8.572845458984375,-8.572845458984375,-8.555619239807129,-9.050366401672363
11,-6.085744380950928,-5.658382415771484,-8.17078971862793,-8.667283058166504,-8.606998443603516,-8.691704750061035
13,-6.867025852203369,-8.40395450592041,-8.614903450012207,-8.979528427124023,-9.511768341064451,-9.014519691467283
16,-6.817888259887695,-9.254929542541504,-8.135982513427734,-9.23976993560791,-9.025704383850098,-9.520622253417969
17,-6.873478889465332,-7.983582496643066,-8.520383834838867,-7.966404914855957,-8.23607063293457,-7.9306416511535645
18,-6.984029293060303,-9.9044189453125,-8.953551292419434,-8.961847305297852,-8.627616882324219,-8.913398742675781
19,-6.51189661026001,-8.767338752746582,-8.813233375549316,-9.026240348815918,-8.945318222045898,-8.999028205871582
