,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
1,-6.591347217559815,-7.909983158111572,-7.552149295806885,-7.405619144439697,-7.402171611785889,-8.232034683227539
3,-7.0643181800842285,-7.988905906677246,-8.095528602600098,-7.992895126342773,-7.802103996276855,-7.576545238494873
8,-8.136499404907227,-8.615592002868652,-8.517606735229492,-8.584693908691406,-8.695819854736328,-8.86667251586914
2,-7.356658458709717,-7.843798637390137,-7.904468059539795,-8.279257774353027,-8.545145034790039,-8.750704765319824
14,-6.769473552703857,-7.0732293128967285,-8.422375679016113,-8.136205673217773,-7.879150867462158,-8.826264381408691
12,-8.879319190979004,-8.498937606811523,-8.77664852142334,-8.73518180847168,-8.798663139343262,-9.050366401672363
21,-6.658629417419434,-8.235239028930664,-8.601876258850098,-8.398879051208496,-8.172739028930664,-8.206916809082031
23,-7.567605972290039,-8.839317321777344,-8.893725395202637,-7.768515110015869,-7.1998724937438965,-7.439823627471924
9,-7.330935955047607,-9.790115356445312,-9.69168472290039,-9.005839347839355,-8.918256759643555,-9.30216121673584
0,-6.703782558441162,-8.822413444519043,-8.208368301391602,-8.587334632873535,-8.145323753356934,-8.596776962280273
10,-8.366087913513184,-8.27975845336914,-8.962348937988281,-8.949040412902832,-9.35521125793457,-9.273300170898438
17,-7.789973735809326,-8.246783256530762,-8.708169937133789,-8.210240364074707,-8.408843994140625,-7.9306416511535645
11,-7.296628952026367,-7.25589656829834,-8.166007041931152,-8.702847480773926,-8.677659034729004,-8.691704750061035
18,-8.198284149169922,-11.209918022155762,-8.759477615356445,-8.882245063781738,-8.659697532653809,-8.913398742675781
19,-6.961574077606201,-9.08922004699707,-9.315540313720703,-9.129399299621582,-9.019035339355469,-8.999028205871582
16,-8.816158294677734,-10.253231048583984,-8.970931053161621,-9.426536560058594,-9.641079902648926,-9.520622253417969
4,-7.800491809844971,-7.552548408508301,-7.190521240234375,-9.128944396972656,-9.169852256774902,-9.087690353393556
20,-6.4514336585998535,-8.138008117675781,-8.050786972045898,-8.180173873901367,-8.427886962890625,-8.322322845458984
5,-7.4467034339904785,-6.7703046798706055,-9.542479515075684,-9.42260456085205,-9.924237251281738,-10.869661331176758
13,-7.474328994750977,-9.198227882385254,-8.700676918029785,-9.311846733093262,-9.099250793457031,-9.014519691467283
6,-7.0644211769104,-7.345295429229736,-6.506717681884766,-7.6996636390686035,-7.737010478973389,-7.849454402923584
7,-6.7109375,-6.76171875,-8.984375,-7.671875,-7.625,-8.3359375
15,-6.9921875,-7.453125,-9.0,-9.0546875,-9.1796875,-8.9921875
