,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-10.375,-8.7578125,-8.9609375,-8.859375,-8.8984375,-8.6796875
1,-7.828125,-6.98828125,-7.15625,-7.66015625,-7.05859375,-7.26171875
2,-9.140625,-10.5390625,-8.3515625,-8.390625,-8.09375,-8.0703125
3,-7.40625,-8.71875,-8.3671875,-7.83203125,-7.50390625,-6.9140625
4,-7.42578125,-8.546875,-8.515625,-8.015625,-7.96875,-8.2578125
5,-7.703125,-8.96875,-8.5859375,-8.09375,-8.0625,-8.5078125
6,-7.8984375,-7.7734375,-8.3984375,-8.1875,-8.28125,-8.046875
7,-7.28125,-8.4921875,-8.1796875,-8.390625,-8.34375,-8.2109375
8,-8.5546875,-8.75,-9.2109375,-9.2578125,-9.171875,-8.5859375
9,-8.3359375,-9.3046875,-8.1953125,-8.5234375,-7.87109375,-8.8515625
10,-7.6875,-8.0234375,-8.3515625,-8.3359375,-8.1796875,-8.5390625
11,-7.578125,-9.171875,-8.703125,-7.1875,-7.5078125,-8.015625
12,-10.25,-8.96875,-8.6484375,-8.671875,-8.1171875,-8.6640625
13,-9.046875,-7.84375,-8.3671875,-8.796875,-9.296875,-9.328125
14,-7.8046875,-9.1796875,-7.73828125,-7.55078125,-8.078125,-8.015625
15,-7.703125,-8.5078125,-9.4921875,-9.375,-8.8515625,-8.9140625
16,-7.80078125,-7.9765625,-7.66796875,-8.1171875,-7.80078125,-8.6796875
17,-7.609375,-9.109375,-7.71875,-9.0,-8.1875,-8.734375
18,-8.515625,-8.296875,-8.546875,-8.296875,-7.6171875,-8.4765625
19,-8.5234375,-8.5546875,-8.6640625,-8.375,-8.421875,-8.1640625
