,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.9609375,-10.4921875,-10.9921875,-10.0078125,-9.8671875,-9.296875
1,-8.4609375,-10.2265625,-9.3046875,-9.8515625,-9.2421875,-9.515625
2,-9.2265625,-10.671875,-9.9921875,-10.0625,-8.25,-8.46875
3,-8.7890625,-9.4765625,-8.9609375,-8.96875,-8.9765625,-9.125
4,-10.703125,-10.1796875,-9.25,-9.5078125,-9.9921875,-9.7265625
5,-8.0078125,-10.3046875,-9.375,-8.9921875,-9.265625,-9.3046875
6,-8.1484375,-9.15625,-10.09375,-9.3203125,-9.7578125,-9.59375
7,-7.6796875,-10.3203125,-9.5546875,-8.9296875,-8.8359375,-9.3515625
8,-8.296875,-9.5390625,-9.1328125,-8.703125,-8.7890625,-8.8515625
9,-8.09375,-9.6875,-9.8828125,-8.875,-9.4453125,-10.125
10,-8.8671875,-9.9453125,-8.9296875,-9.2109375,-9.4609375,-10.2265625
11,-8.59375,-10.3828125,-10.0234375,-10.34375,-12.0703125,-10.265625
12,-9.34375,-9.171875,-8.21875,-8.3984375,-8.46875,-9.0703125
13,-7.9453125,-10.171875,-10.0390625,-9.734375,-8.65625,-9.0078125
14,-8.484375,-10.3125,-9.0,-9.234375,-9.296875,-9.7421875
15,-6.609375,-9.078125,-8.5703125,-8.0859375,-8.0234375,-8.6328125
16,-7.796875,-9.1328125,-10.328125,-11.1640625,-10.9375,-10.2890625
17,-9.765625,-10.1171875,-10.390625,-10.65625,-9.703125,-9.859375
18,-9.3359375,-8.5546875,-8.0078125,-8.2578125,-8.8359375,-9.2734375
19,-8.3203125,-9.90625,-9.09375,-8.9453125,-9.1171875,-9.6328125
