,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
1,-4.215384006500244,-10.417800903320312,-9.80697250366211,-10.071737289428713,-9.78166675567627,-9.730935096740724
3,-2.9561870098114014,-10.149518013000488,-10.198290824890137,-10.172571182250977,-11.132177352905272,-11.087167739868164
8,-3.968033790588379,-5.868002414703369,-10.212810516357422,-10.404109954833984,-10.204195022583008,-10.21421718597412
2,-4.807638645172119,-10.97133731842041,-10.960379600524902,-10.55880069732666,-9.066136360168455,-10.232317924499512
14,-3.112823963165283,-4.250956058502197,-9.776846885681152,-10.349610328674316,-10.229493141174316,-10.657593727111816
12,-3.565093755722046,-10.444153785705566,-10.323893547058104,-10.47744846343994,-10.088083267211914,-10.658928871154783
21,-3.864035606384277,-4.319868087768555,-9.566668510437012,-9.324031829833984,-9.519734382629396,-9.82666015625
23,-5.443687915802002,-7.290203094482422,-6.17882776260376,-8.11225414276123,-10.572659492492676,-9.857945442199709
9,-4.876784801483154,-8.241902351379395,-10.025571823120115,-9.663798332214355,-9.757874488830566,-9.613713264465332
11,-4.14637565612793,-10.559368133544922,-9.694347381591797,-9.056653022766112,-9.340909004211426,-9.760699272155762
10,-4.841471195220947,-5.724987983703613,-10.248745918273926,-9.459548950195312,-8.841208457946777,-10.39413070678711
0,-5.298002243041992,-7.071551322937012,-9.465235710144045,-8.57688045501709,-8.666010856628418,-8.804204940795898
17,-3.527399778366089,-6.615808486938477,-9.971290588378906,-10.49440574645996,-10.372441291809082,-10.733951568603516
18,-4.787927150726318,-10.490216255187988,-10.638012886047363,-9.585655212402344,-9.9361572265625,-9.078035354614258
19,-3.584749221801758,-8.77544116973877,-10.86501121520996,-9.94082260131836,-9.65695095062256,-9.967955589294434
16,-4.057132720947266,-9.734009742736816,-10.19377326965332,-10.450639724731444,-9.954527854919434,-9.86105251312256
4,-3.579517602920532,-6.887452125549316,-8.407644271850586,-9.336874008178713,-9.75594997406006,-10.053613662719728
20,-3.300021409988404,-9.823970794677734,-10.209671974182127,-10.323022842407228,-10.12877368927002,-9.27161693572998
5,-5.682290554046631,-9.763334274291992,-9.642338752746582,-9.394180297851562,-9.396173477172852,-9.61029052734375
13,-4.481282234191895,-8.895204544067383,-9.90598964691162,-9.830855369567873,-10.543822288513184,-10.802042961120604
6,-5.221293449401856,-10.354042053222656,-10.54983139038086,-10.479434967041016,-10.436249732971191,-9.906402587890623
7,-6.3359375,-7.58203125,-11.6015625,-11.7421875,-11.765625,-12.1875
15,-3.021484375,-9.8984375,-10.3359375,-10.4375,-10.6328125,-9.859375
