,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.5703125,-7.7421875,-6.62109375,-10.7265625,-11.1328125,-11.2734375
1,-6.87890625,-8.4921875,-8.9140625,-8.515625,-8.4453125,-9.734375
2,-6.46875,-9.53125,-9.703125,-9.1484375,-10.015625,-11.8125
3,-5.62109375,-9.46875,-9.7421875,-9.6796875,-9.65625,-11.1796875
4,-5.51171875,-9.84375,-10.359375,-9.0078125,-9.328125,-9.9375
5,-5.39453125,-7.984375,-9.0234375,-8.0703125,-7.84375,-9.703125
6,-5.61328125,-4.72265625,-9.015625,-8.65625,-8.4609375,-9.5859375
7,-5.53125,-8.2890625,-8.890625,-8.65625,-8.5390625,-9.765625
8,-6.26953125,-7.33984375,-9.4296875,-9.4296875,-9.3515625,-8.90625
9,-5.1796875,-6.37890625,-11.2578125,-10.203125,-10.078125,-10.859375
10,-6.31640625,-9.09375,-10.8828125,-9.3828125,-8.921875,-9.859375
11,-5.57421875,-9.203125,-7.98828125,-12.421875,-9.7734375,-11.0859375
12,-6.65625,-9.75,-9.625,-8.5390625,-8.8515625,-10.2578125
13,-5.85546875,-9.0234375,-9.4609375,-9.3515625,-8.6796875,-10.015625
14,-6.296875,-9.2421875,-8.484375,-8.90625,-8.859375,-9.21875
15,-6.98828125,-7.32421875,-8.1015625,-9.109375,-9.4453125,-9.71875
16,-5.3671875,-5.68359375,-7.828125,-7.25390625,-9.2734375,-10.1328125
17,-5.77734375,-8.515625,-10.171875,-9.3671875,-9.4296875,-10.65625
18,-6.6484375,-9.140625,-10.140625,-9.1015625,-9.6015625,-10.171875
19,-5.875,-8.2578125,-9.0546875,-9.28125,-7.65234375,-9.390625
