,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.57421875,-8.65625,-9.984375,-9.59375,-9.7890625,-8.40625
1,-3.890625,-4.37109375,-10.03125,-8.84375,-8.96875,-9.9609375
2,-4.5703125,-4.23828125,-9.1875,-8.1796875,-7.76171875,-7.94140625
3,-4.08203125,-6.83984375,-9.5078125,-10.5,-10.6796875,-11.0
4,-3.97265625,-6.14453125,-7.1640625,-8.9140625,-8.03125,-9.4921875
5,-3.5,-10.25,-10.2421875,-9.8515625,-9.5625,-9.8203125
6,-3.470703125,-9.203125,-10.40625,-8.7265625,-9.3359375,-10.3515625
7,-5.66796875,-6.72265625,-9.8515625,-9.6328125,-10.4375,-8.7578125
8,-4.05859375,-5.140625,-5.3671875,-8.0234375,-10.0,-10.0703125
9,-3.7890625,-8.7265625,-9.640625,-9.6640625,-10.5234375,-11.2265625
10,-3.962890625,-7.05078125,-10.203125,-9.875,-8.9921875,-9.796875
11,-2.802734375,-9.4296875,-9.5625,-9.0546875,-9.3359375,-10.0546875
12,-3.46484375,-9.9765625,-9.96875,-10.03125,-11.109375,-11.4296875
13,-3.29296875,-9.484375,-9.6015625,-9.6484375,-9.53125,-9.9375
14,-3.904296875,-8.2578125,-9.4453125,-8.6640625,-8.734375,-9.9765625
15,-2.7421875,-8.9453125,-9.5546875,-9.8359375,-9.6015625,-9.828125
16,-3.30078125,-2.880859375,-5.70703125,-10.7734375,-10.8125,-11.4140625
17,-3.287109375,-4.765625,-9.7578125,-10.6484375,-10.6015625,-11.234375
18,-5.6875,-7.42578125,-11.1796875,-10.7265625,-10.6953125,-10.625
19,-3.708984375,-10.2578125,-10.8203125,-10.6796875,-11.1796875,-10.9296875
