,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
1,-3.51477575302124,-5.42766809463501,-10.983896255493164,-10.89983367919922,-9.64627456665039,-10.250528335571287
3,-5.797025680541992,-8.552305221557617,-11.284440994262695,-9.953556060791016,-9.33824634552002,-9.172922134399414
8,-3.857300281524658,-4.748172760009766,-11.23523235321045,-10.652007102966309,-11.195613861083984,-10.69585418701172
2,-3.9192636013031006,-9.511563301086426,-11.07160472869873,-11.039417266845703,-10.731952667236328,-11.05556583404541
14,-2.770333766937256,-12.130475044250488,-11.951509475708008,-11.469854354858398,-10.559483528137209,-9.374712944030762
12,-3.167467832565308,-5.931998252868652,-8.70457935333252,-10.758208274841309,-9.890548706054688,-10.554176330566406
21,-4.696063995361328,-6.888586521148682,-11.837860107421877,-11.321146965026855,-11.129190444946287,-11.570850372314451
23,-3.7865185737609854,-9.727852821350098,-10.587711334228516,-11.226529121398926,-10.915253639221191,-12.03947639465332
9,-4.619120597839356,-7.542709827423096,-8.843331336975098,-7.538535118103027,-9.640295028686523,-10.043381690979004
11,-3.5652995109558105,-5.658188343048096,-7.813909530639648,-11.16368293762207,-11.46703052520752,-10.738057136535645
10,-3.8704888820648193,-8.536202430725098,-12.842910766601562,-11.891608238220217,-11.59299659729004,-12.19186019897461
20,-4.137510299682617,-12.870052337646484,-12.355649948120115,-11.94874095916748,-11.759411811828612,-11.850297927856444
0,-3.95469331741333,-11.875186920166016,-10.8639554977417,-10.807543754577637,-11.087974548339844,-11.966670036315918
15,-2.9224965572357178,-12.62789249420166,-11.390129089355469,-10.751113891601562,-10.783966064453123,-10.750134468078612
5,-4.501972675323486,-11.45772647857666,-10.55762767791748,-11.424487113952637,-11.731156349182127,-11.357227325439451
6,-6.939244270324707,-8.273900985717773,-9.811201095581056,-9.920557022094728,-8.241765022277832,-9.880918502807615
7,-3.764894962310791,-7.838967800140381,-12.524612426757812,-12.364827156066896,-12.007349967956545,-11.228137016296388
17,-3.626624822616577,-11.251675605773926,-11.056354522705078,-10.663569450378418,-11.07292652130127,-11.410131454467772
18,-3.369304656982422,-8.457551002502441,-10.76486110687256,-10.45828342437744,-10.440720558166504,-9.988319396972656
19,-4.006977081298828,-7.222104549407959,-12.551167488098145,-10.190914154052734,-11.320820808410645,-12.59662914276123
16,-4.885584354400635,-5.925583362579346,-7.073946952819824,-11.37526798248291,-10.793577194213867,-11.249610900878906
4,-3.450164794921875,-11.505642890930176,-10.868452072143556,-10.886497497558594,-10.831189155578612,-10.61837100982666
13,-4.049297332763672,-6.767433166503906,-12.060364723205566,-10.710860252380373,-10.194981575012209,-11.15829849243164
