,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-5.9921875,-6.5390625,-10.2109375,-9.9375,-9.171875,-10.28125
1,-7.15625,-7.10546875,-10.734375,-9.6640625,-9.3828125,-10.5078125
2,-6.2734375,-9.25,-10.0234375,-9.109375,-9.8828125,-10.8984375
3,-6.43359375,-10.0078125,-10.78125,-10.9453125,-10.3828125,-11.484375
4,-6.640625,-8.9765625,-10.59375,-9.9921875,-9.71875,-10.5
5,-7.0234375,-6.26953125,-8.90625,-10.25,-10.3984375,-11.359375
6,-6.78515625,-9.1640625,-9.359375,-9.9609375,-10.1796875,-10.8515625
7,-6.62109375,-10.6328125,-10.2421875,-9.5859375,-10.234375,-11.21875
8,-7.19921875,-8.9140625,-10.2421875,-9.8125,-9.578125,-10.4765625
9,-6.1015625,-5.921875,-6.19921875,-6.44140625,-9.6796875,-9.640625
10,-7.24609375,-5.92578125,-5.625,-6.39453125,-9.296875,-10.078125
11,-6.82421875,-6.3671875,-7.80078125,-10.9296875,-10.8203125,-12.6953125
12,-7.33203125,-5.76171875,-10.0390625,-10.328125,-10.3984375,-11.2109375
13,-6.328125,-7.1171875,-9.9609375,-9.8125,-9.8984375,-9.4375
14,-7.57421875,-7.30859375,-10.671875,-10.0,-9.609375,-11.1484375
15,-6.703125,-7.8828125,-9.765625,-10.28125,-10.125,-10.9765625
16,-7.00390625,-6.37109375,-9.9765625,-9.375,-9.3359375,-10.09375
17,-7.1171875,-7.70703125,-11.0390625,-10.140625,-10.546875,-10.984375
18,-7.23828125,-10.40625,-9.8828125,-9.515625,-9.21875,-10.1796875
19,-7.1171875,-7.45703125,-7.46484375,-10.9765625,-10.328125,-10.4453125
