,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-6.671875,-7.59765625,-7.61328125,-7.62890625,-8.078125,-8.0078125
1,-6.609375,-8.703125,-8.125,-8.171875,-9.1875,-8.609375
2,-6.109375,-7.99609375,-7.70703125,-8.0859375,-7.9609375,-7.95703125
3,-6.77734375,-7.8671875,-11.125,-6.28125,-7.32421875,-7.41015625
4,-5.765625,-8.3671875,-9.6015625,-9.25,-9.3359375,-9.3515625
5,-5.8203125,-7.7421875,-6.3046875,-6.30078125,-6.234375,-6.34375
6,-6.7734375,-7.78125,-6.71875,-6.75,-6.04296875,-5.98828125
7,-6.4140625,-7.71875,-7.234375,-7.30078125,-7.921875,-7.95703125
8,-6.1328125,-9.0,-7.56640625,-7.75390625,-8.1953125,-8.3984375
9,-5.58203125,-8.0390625,-8.1953125,-7.9140625,-8.2421875,-6.63671875
10,-6.23046875,-7.77734375,-7.69140625,-8.25,-7.875,-7.96484375
11,-5.5859375,-7.59375,-5.87890625,-6.578125,-7.1640625,-7.21875
12,-7.12109375,-8.75,-7.01171875,-7.06640625,-6.97265625,-7.05078125
13,-4.75390625,-8.40625,-7.73046875,-8.0703125,-8.203125,-8.1328125
14,-5.4296875,-9.2109375,-8.3203125,-7.99609375,-8.4140625,-8.171875
15,-5.6484375,-7.6796875,-7.3828125,-7.8359375,-7.90234375,-8.0078125
16,-6.38671875,-9.171875,-7.6875,-6.80078125,-7.2578125,-6.1640625
17,-6.078125,-7.890625,-7.94921875,-8.25,-8.640625,-8.625
18,-5.89453125,-7.20703125,-7.83984375,-8.0078125,-8.5625,-8.2265625
19,-6.51171875,-7.8203125,-8.1484375,-8.2890625,-8.140625,-7.45703125
