,chimpanzee,dolphin,elephant,giraffe,kangaroo,koala,lion,orangutan,panda,penguin
base,0.0,0.0018028846153846155,0.001201923076923077,0.0,0.0,0.00020032051282051281,0.0,0.00020032051282051281,0.25961538461538464,0.6326121794871795
