,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.74609375,-5.1796875,-9.1171875,-9.6171875,-9.8828125,-9.6015625
1,-4.11328125,-11.5703125,-12.0546875,-12.171875,-9.0,-9.5546875
2,-3.205078125,-6.5234375,-3.3671875,-9.765625,-9.796875,-10.3046875
3,-2.53125,-4.859375,-11.265625,-11.109375,-10.46875,-10.28125
4,-2.162109375,-11.59375,-11.1796875,-11.78125,-9.5,-11.03125
5,-2.56640625,-7.8515625,-7.5234375,-10.359375,-9.1875,-10.9296875
6,-3.0234375,-8.5390625,-11.25,-11.3515625,-11.2265625,-10.765625
7,-3.28515625,-3.3828125,-4.41796875,-9.6484375,-10.5,-11.2265625
8,-3.416015625,-5.1953125,-9.4453125,-13.234375,-12.4375,-12.2578125
9,-4.0859375,-4.79296875,-10.2109375,-9.953125,-10.1484375,-10.9453125
10,-3.572265625,-5.89453125,-12.4765625,-12.453125,-12.0,-11.6328125
11,-2.751953125,-2.9765625,-9.8046875,-9.7734375,-10.0,-10.8984375
12,-2.69921875,-10.4140625,-11.4453125,-10.0703125,-10.6015625,-11.1796875
13,-4.90234375,-6.0390625,-11.1015625,-11.1015625,-11.1015625,-11.6484375
14,-3.142578125,-4.8203125,-11.1015625,-9.6875,-11.1953125,-10.8125
15,-2.33203125,-11.46875,-10.4140625,-10.6875,-10.8203125,-12.296875
16,-2.603515625,-8.6484375,-11.484375,-11.140625,-11.03125,-11.4296875
17,-2.6953125,-3.57421875,-9.3984375,-10.6015625,-10.5078125,-10.9609375
18,-2.890625,-5.49609375,-11.859375,-11.7109375,-11.78125,-10.8046875
19,-2.595703125,-11.1875,-10.8515625,-10.796875,-10.4609375,-11.5234375
