,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.72265625,-5.921875,-9.2578125,-9.8828125,-10.421875,-9.6015625
1,-5.2890625,-12.5546875,-11.8359375,-11.546875,-9.953125,-9.5546875
2,-4.40234375,-6.28515625,-4.49609375,-10.765625,-10.65625,-10.3046875
3,-2.974609375,-6.26171875,-11.078125,-11.1640625,-10.3671875,-10.28125
4,-2.419921875,-11.75,-11.1796875,-11.1328125,-10.7890625,-11.03125
5,-3.21484375,-9.3828125,-7.33203125,-10.4140625,-10.6484375,-10.9296875
6,-3.458984375,-10.6953125,-11.2109375,-11.7109375,-12.09375,-10.765625
7,-3.81640625,-4.09375,-5.04296875,-10.6953125,-11.125,-11.2265625
8,-4.72265625,-6.72265625,-11.3984375,-12.28125,-12.140625,-12.2578125
9,-4.19921875,-5.65625,-10.6796875,-10.25,-10.125,-10.9453125
10,-5.08203125,-9.5390625,-12.546875,-12.578125,-11.609375,-11.6328125
11,-3.28515625,-4.484375,-12.0625,-11.59375,-10.90625,-10.8984375
12,-3.087890625,-11.546875,-11.546875,-10.7890625,-10.453125,-11.1796875
13,-4.12109375,-7.52734375,-11.53125,-12.0,-12.09375,-11.6484375
14,-3.857421875,-6.45703125,-10.6484375,-10.2890625,-11.1171875,-10.8125
15,-2.609375,-11.84375,-11.046875,-11.390625,-11.4375,-12.296875
16,-3.015625,-10.28125,-11.2890625,-11.1875,-11.2421875,-11.4296875
17,-3.654296875,-4.82421875,-11.328125,-11.296875,-10.9296875,-10.9609375
18,-4.1484375,-7.31640625,-12.59375,-12.21875,-11.7890625,-10.8046875
19,-2.921875,-11.8203125,-10.921875,-10.9453125,-10.625,-11.5234375
