,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
1,-4.518689632415772,-7.678707599639893,-11.197067260742188,-9.882474899291992,-9.585294723510742,-9.410401344299316
3,-5.354593753814697,-9.97165584564209,-9.963841438293455,-9.904510498046877,-9.365480422973633,-9.066473007202148
8,-3.1540184020996094,-7.64488410949707,-9.95923137664795,-9.60379409790039,-9.509836196899414,-9.90356159210205
2,-3.7398202419281006,-10.381735801696776,-9.71916675567627,-9.813318252563477,-9.99924659729004,-9.60822868347168
14,-5.658582210540772,-7.916685104370117,-11.105093955993652,-9.923927307128906,-9.704978942871094,-9.176837921142578
12,-4.782777309417725,-4.527582168579102,-10.05012321472168,-10.095125198364258,-9.425500869750977,-10.016255378723145
21,-5.755945682525635,-9.338578224182127,-9.900604248046877,-9.913290023803713,-9.897095680236816,-8.06619930267334
23,-4.637269973754883,-10.465290069580078,-10.789803504943848,-10.499003410339355,-10.431522369384766,-9.723685264587402
9,-3.279379606246948,-9.854859352111816,-9.708866119384766,-9.911046981811523,-9.781675338745115,-10.023693084716797
0,-4.910764217376709,-7.423974990844727,-10.359707832336426,-10.479544639587402,-10.168664932250977,-9.492405891418455
10,-3.7951581478118896,-5.378243446350098,-9.20140266418457,-9.600510597229004,-9.428666114807127,-9.82866096496582
17,-4.262165546417236,-9.203506469726562,-9.80382251739502,-9.916693687438965,-9.703083992004396,-9.804733276367188
11,-3.822986602783203,-9.775604248046877,-9.96681785583496,-9.697032928466797,-9.988448143005373,-9.928967475891112
18,-4.121222972869873,-10.361791610717772,-10.660711288452148,-10.48268222808838,-10.365476608276367,-9.63933277130127
19,-4.838632583618164,-11.103276252746582,-11.317030906677246,-9.409844398498535,-10.136222839355469,-9.77052402496338
16,-5.13739824295044,-6.85750150680542,-10.37076187133789,-9.633398056030272,-10.067151069641112,-9.415340423583984
4,-4.1586689949035645,-6.512294769287109,-7.661267280578613,-7.343544960021973,-9.946075439453123,-9.1669282913208
20,-3.5121073722839355,-10.504332542419434,-9.478351593017578,-10.224601745605469,-9.600516319274902,-9.965970039367676
5,-6.970114707946777,-8.415602684020996,-11.04181957244873,-11.30275535583496,-10.78250217437744,-11.6505708694458
13,-4.9168620109558105,-10.443721771240234,-10.294560432434082,-8.15694808959961,-9.964978218078612,-8.764620780944824
6,-6.357738018035889,-10.164108276367188,-10.99976921081543,-10.236827850341797,-10.420427322387695,-11.040363311767578
