,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda,agent0_233,agent1_233,agent2_233,agent3_233,agent4_233,agent5_233
0,-3.003736734390259,-6.920176982879639,-7.20528507232666,-7.20528507232666,-7.20528507232666,-7.815897464752197,-1.5727910995483398,-6.853005409240723,-6.455799579620361,-6.455799579620361,-6.455799579620361,-10.419475555419922
2,-2.2074666023254395,-3.985927581787109,-4.9480061531066895,-4.733418941497803,-4.549854755401611,-5.108015060424805,-0.2101190686225891,-0.0015393561916425,-0.3773438930511474,-1.9826574325561523,-0.5040428042411804,-0.3331859707832336
3,-2.736589908599853,-4.817304611206055,-5.032937526702881,-6.177253246307373,-7.1619873046875,-6.84455156326294,-1.475308179855347,-1.3973689079284668,-0.1062788069248199,-0.0903631746768951,-0.637548565864563,-9.145445823669434
5,-2.7458934783935547,-5.231160640716553,-3.796950578689575,-4.392221450805664,-5.687263488769531,-5.33511209487915,-0.9016153812408448,-7.553039073944092,-0.636848509311676,-1.478123426437378,-4.044358253479004,-8.544872283935547
7,-2.628329277038574,-5.512946128845215,-6.685195446014404,-5.976655960083008,-6.578414916992188,-6.844294548034668,-0.7849459052085876,-1.2326610088348389,-0.0841512382030487,-0.2530413866043091,-5.62123966217041,-9.94936180114746
8,-3.1868205070495605,-4.289211750030518,-4.689398288726807,-7.052122116088867,-7.919695377349853,-8.375999450683594,-0.8319216966629028,-3.519474983215332,-0.3569945096969604,-10.733198165893556,-22.942529678344727,-26.069168090820312
16,-2.816494464874268,-4.9534783363342285,-5.416958808898926,-5.154809951782227,-5.206616401672363,-5.2881855964660645,-1.241471529006958,-0.3113570511341095,-0.0394112206995487,-0.5478849411010742,-24.11128616333008,-28.59799194335937
1,-3.174180269241333,-5.693666934967041,-7.240115642547607,-7.815016269683838,-7.328606128692627,-9.121881484985352,-0.4283890128135681,-0.1020533442497253,-1.0234121084213257,-5.877435684204102,-23.56210708618164,-25.269302368164062
10,-2.8040642738342285,-4.702123641967773,-5.027341842651367,-5.976607799530029,-7.188343048095703,-8.139792442321777,-0.8146048784255981,-0.1806301772594452,-0.3516902923583984,-0.1814539581537246,-2.792578935623169,-3.17162823677063
9,-2.2172205448150635,-4.744296073913574,-4.727825164794922,-4.791308403015137,-7.155207633972168,-7.630693435668945,-0.7078028321266174,-2.134063720703125,-0.4533755779266357,-0.5507615208625793,-10.263020515441896,-10.94946002960205
17,-2.608396053314209,-4.17578125,-4.234143733978272,-4.826877593994141,-5.539976596832275,-4.210231781005859,-0.6124864816665649,-0.039784025400877,-2.197734832763672,-0.4823672473430633,-0.3988308012485504,-7.518551826477051
11,-2.962329864501953,-4.672399044036865,-6.181643486022949,-5.417773723602295,-5.03084659576416,-5.550255298614502,-1.5361526012420654,-0.1897673904895782,-2.2798964977264404,-17.45991325378418,-17.04360580444336,-19.886459350585938
18,-3.758803844451904,-4.831823348999023,-5.077144145965576,-7.493742942810059,-7.315060138702393,-7.824339389801025,-0.7639539241790771,-0.0946565121412277,-0.4156274795532226,-3.0821099281311035,-8.20849609375,-13.68478775024414
19,-2.8392443656921387,-4.554038047790527,-4.820056438446045,-5.598202705383301,-6.317154407501221,-6.661263465881348,-1.0103806257247925,-1.0961103439331057,-0.3497935533523559,-8.791200637817383,-12.370616912841797,-27.938703536987305
4,-3.281233787536621,-4.708388328552246,-5.4992218017578125,-4.797929763793945,-5.122426986694336,-6.024137020111084,-0.5531028509140015,-0.2861229181289673,-0.4374864101409912,-0.1513690203428268,-0.3998329639434814,-6.053112506866455
12,-3.9933271408081055,-3.952370643615722,-3.942848920822144,-4.577841758728027,-6.262234687805176,-6.745021820068359,-1.807769775390625,-0.1432949304580688,-0.1626902669668197,-0.4426563680171966,-9.721317291259766,-10.430414199829102
13,-2.525765180587769,-4.941041469573975,-5.478271484375,-6.689209938049316,-7.193918704986572,-6.928844928741455,-0.5398222208023071,-1.1492489576339722,-2.5672528743743896,-9.274151802062988,-12.17617130279541,-13.04678440093994
6,-2.5222058296203613,-4.243668556213379,-5.138698577880859,-6.654111385345459,-6.752826690673828,-6.651773452758789,-2.4247536659240723,-0.3868062496185303,-7.823798656463623,-13.090653419494627,-11.425814628601074,-7.528768062591553
14,-3.3390846252441406,-4.3225626945495605,-4.145326614379883,-6.513693809509277,-6.504016399383545,-6.770577907562256,-1.9342319965362549,-2.087843894958496,-0.4258594214916229,-4.180715560913086,-1.38879132270813,-2.433760404586792
15,-2.9817123413085938,-3.456316471099853,-6.94132661819458,-7.188690185546875,-7.449310302734375,-7.222779273986816,-1.487687349319458,-0.4904747307300567,-5.299886226654053,-4.701084136962891,-4.590482711791992,-7.019015789031982
