,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.927162766456604,-0.6248366832733154,-0.6209418177604675,-0.4130401909351349,-3.7482035160064697,-4.161468982696533
1,-1.247660517692566,-3.280017614364624,-3.2074928283691406,-3.620974540710449,-3.148806095123291,-3.6583871841430655
2,-1.1595512628555298,-1.3249480724334717,-0.3316681981086731,-0.1993596404790878,-0.2648631632328033,-2.8496055603027344
3,-1.2034310102462769,-0.8696897625923157,-0.9647823572158812,-3.137428998947144,-3.833154201507568,-3.639381647109986
5,-1.1902323961257937,-0.6991809606552124,-1.6577935218811035,-1.5878353118896484,-1.357795000076294,-4.185115337371826
7,-1.0955265760421753,-1.8736194372177124,-4.405372619628906,-4.879953861236572,-4.946613788604736,-4.827473163604736
6,-0.6389163136482239,-0.3282898664474487,-0.5252193808555603,-3.184891939163208,-3.678823471069336,-3.800849437713623
8,-1.137910008430481,-3.3575830459594727,-3.5049071311950684,-3.764927625656128,-3.757683038711548,-3.828810214996338
9,-1.153437256813049,-2.356416702270508,-3.570251226425171,-4.579838275909424,-4.320005416870117,-3.7426271438598633
10,-1.037907361984253,-0.5705305337905884,-0.6762188076972961,-3.5897252559661865,-3.5993640422821045,-4.899120807647705
11,-1.677093267440796,-0.4657469689846039,-1.1641278266906738,-3.636898040771485,-5.281825065612793,-5.860108375549316
13,-1.166826248168945,-3.565269947052002,-4.326568603515625,-3.4811508655548096,-3.2274932861328125,-3.22971773147583
12,-1.1518584489822388,-2.0940394401550293,-2.6156508922576904,-5.060883045196533,-4.441397666931152,-4.0053253173828125
14,-1.91411566734314,-1.663101315498352,-4.4894185066223145,-5.485384464263916,-5.901662826538086,-4.918757915496826
23,-1.257743000984192,-1.2653827667236328,-3.419990301132202,-4.283267021179199,-5.225466728210449,-4.894441604614258
16,-2.388824462890625,-0.7774419784545898,-1.2824954986572266,-0.7889415621757507,-1.819383263587952,-3.0644259452819824
17,-0.8728834986686707,-0.6694974303245544,-1.2135746479034424,-1.8626717329025269,-3.841519594192505,-5.825835704803467
18,-1.6447088718414309,-1.5653162002563477,-4.2170090675354,-4.195777416229248,-5.253476619720459,-3.818016767501831
19,-1.7486168146133425,-1.5902944803237915,-3.397127866744995,-4.6770429611206055,-5.152597427368164,-5.025513648986816
4,-0.8678286671638489,-3.1412575244903564,-3.942176580429077,-4.001908779144287,-4.0230231285095215,-3.806661367416382
22,-0.7608733773231506,-1.8790262937545776,-1.5337613821029663,-4.542597770690918,-4.2181830406188965,-3.506953716278076
21,-1.049144983291626,-1.0979347229003906,-1.825028657913208,-3.805095672607422,-2.9225199222564697,-3.797354698181152
15,-0.5819106101989746,-0.813180148601532,-3.58521580696106,-4.779111385345459,-4.869111061096191,-4.077342033386231
20,-0.6654157042503357,-2.273961305618286,-3.4013049602508545,-4.556455612182617,-5.092870712280273,-4.382925510406494
