,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-8.15625,-13.328125,-12.8125,-11.5,-11.984375,-13.1328125
1,-8.1484375,-9.203125,-11.15625,-10.46875,-10.3359375,-12.6875
2,-6.46484375,-10.5546875,-10.421875,-9.5703125,-9.2109375,-10.9296875
3,-9.1328125,-11.859375,-12.1484375,-10.96875,-10.8046875,-12.4140625
4,-7.62109375,-11.125,-10.8671875,-10.3515625,-11.0234375,-14.8828125
5,-6.4609375,-9.71875,-10.8671875,-10.5859375,-9.7265625,-10.8984375
6,-6.859375,-9.9140625,-9.4765625,-8.5546875,-8.484375,-8.2109375
7,-5.89453125,-9.46875,-8.234375,-8.3203125,-8.3203125,-11.7265625
8,-7.24609375,-8.4921875,-8.7265625,-10.1015625,-10.9921875,-11.140625
9,-7.1484375,-9.4375,-13.5078125,-13.484375,-11.9375,-12.46875
10,-8.3125,-10.4453125,-11.609375,-9.9140625,-9.46875,-10.0
11,-6.80078125,-11.328125,-12.25,-11.5078125,-12.3046875,-12.625
12,-8.8203125,-10.5390625,-9.3828125,-9.3828125,-9.3828125,-12.7265625
13,-7.171875,-10.0546875,-10.9609375,-11.9453125,-12.3671875,-13.96875
14,-8.2265625,-12.984375,-11.4609375,-12.5625,-10.6796875,-11.4765625
15,-7.53125,-11.828125,-10.234375,-9.609375,-10.78125,-8.5625
16,-6.4375,-10.5703125,-11.359375,-9.8359375,-9.421875,-11.96875
17,-7.92578125,-11.9921875,-15.328125,-13.5859375,-11.8671875,-13.21875
18,-6.4765625,-9.6640625,-11.515625,-12.59375,-16.59375,-17.328125
19,-7.85546875,-10.6640625,-9.8359375,-9.390625,-10.109375,-11.46875
