,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.6304216384887695,-11.94724941253662,-12.555720329284668,-12.175655364990234,-12.05684757232666,-12.721726417541504
1,-4.498562335968018,-11.56195068359375,-11.664100646972656,-11.289761543273926,-10.843141555786133,-10.35115909576416
2,-4.839573860168457,-10.5391206741333,-12.093536376953123,-10.055649757385254,-11.424283981323242,-11.69444751739502
4,-4.398119926452637,-8.238508224487305,-11.562125205993652,-12.652978897094728,-9.674805641174316,-12.919968605041504
3,-4.844919204711914,-6.247153282165527,-5.81884765625,-10.96700382232666,-12.873266220092772,-8.521571159362793
5,-4.560816287994385,-10.98842716217041,-12.08198356628418,-11.016271591186523,-11.563017845153809,-12.031437873840332
7,-5.261017322540283,-7.055637359619141,-9.790966987609863,-12.484869956970217,-11.810651779174805,-11.97925090789795
6,-4.893438339233398,-11.701939582824709,-10.55217742919922,-11.581965446472168,-12.113540649414062,-12.85708999633789
8,-5.643454551696777,-6.3885884284973145,-8.506031036376953,-8.428768157958984,-6.747815608978272,-9.58319854736328
15,-4.863903522491455,-9.06993579864502,-12.82770824432373,-11.446916580200195,-10.965048789978027,-12.096439361572266
9,-6.048676013946533,-5.839822769165039,-13.186017990112305,-12.49843692779541,-12.589221954345703,-10.372681617736816
14,-5.437314987182617,-5.147161483764648,-4.595711708068848,-11.163936614990234,-11.730999946594238,-12.153021812438965
10,-5.321416854858398,-11.507253646850586,-12.169928550720217,-11.157565116882324,-12.216444969177246,-10.155476570129396
12,-5.297201156616211,-10.50389575958252,-12.083688735961914,-10.368350982666016,-10.443641662597656,-12.00036334991455
11,-4.2078471183776855,-11.156401634216309,-12.551141738891602,-11.557839393615724,-12.378813743591309,-12.989608764648438
13,-5.609385967254639,-7.669877052307129,-10.043815612792969,-10.897624969482422,-10.999298095703123,-11.254095077514648
16,-5.204875946044922,-11.532944679260254,-11.614829063415527,-11.611414909362791,-11.34718894958496,-12.245613098144531
17,-5.990306854248047,-8.813676834106445,-12.49255084991455,-12.17507553100586,-12.364164352416992,-13.137091636657717
18,-6.789047718048096,-8.794801712036133,-6.29587459564209,-8.050853729248047,-11.914448738098145,-10.755448341369627
19,-5.125992774963379,-11.282122611999512,-11.91800308227539,-11.916804313659668,-11.997258186340332,-12.060593605041504
