,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.646088361740112,-6.700461864471436,-10.117852210998535,-9.009527206420898,-9.89775276184082,-9.660305976867676
1,-3.754626512527466,-3.0359890460968018,-7.712890625,-10.0427885055542,-8.389931678771973,-8.298514366149902
2,-3.3686017990112305,-9.961247444152832,-9.92806625366211,-10.193331718444824,-10.343378067016602,-11.231463432312012
4,-2.540220260620117,-8.836270332336426,-9.703606605529783,-8.808213233947754,-9.119731903076172,-10.310680389404297
3,-4.581603527069092,-9.775982856750488,-9.617998123168944,-9.22495937347412,-9.647342681884766,-9.366567611694336
5,-3.5596923828125,-3.852555990219116,-9.885942459106444,-9.769623756408691,-9.769623756408691,-10.510528564453123
7,-4.379391193389893,-9.708016395568848,-10.236654281616213,-9.187352180480955,-9.496644020080566,-10.078935623168944
6,-4.00167989730835,-4.137006759643555,-8.837058067321777,-8.9264554977417,-8.64197826385498,-9.5844087600708
8,-3.482034683227539,-7.4788031578063965,-8.989500045776367,-9.229843139648438,-9.442115783691406,-10.082703590393066
15,-4.005987644195557,-3.8323240280151367,-10.457649230957031,-9.232559204101562,-9.42154312133789,-10.205706596374512
9,-3.1857614517211914,-3.1545052528381348,-3.001772165298462,-9.201573371887209,-9.385828018188477,-8.569395065307617
14,-3.139320611953736,-10.44196319580078,-10.6264009475708,-9.033357620239258,-8.692695617675781,-9.884332656860352
10,-3.4254469871521,-5.471619129180908,-7.144100666046143,-10.075033187866213,-10.102133750915527,-10.855281829833984
12,-4.2411322593688965,-6.515753746032715,-3.1576170921325684,-3.3712470531463623,-8.53688907623291,-10.963233947753906
11,-3.067214250564575,-4.576113700866699,-3.822887897491455,-5.828297138214111,-7.470531940460205,-9.633748054504396
13,-4.303173065185547,-6.956210613250732,-9.626047134399414,-9.56141757965088,-9.56141757965088,-10.131919860839844
16,-4.630242347717285,-5.364648818969727,-6.275060176849365,-9.915593147277832,-10.347618103027344,-9.57029151916504
17,-3.690718173980713,-6.27742338180542,-9.975008964538574,-9.7957763671875,-10.112127304077148,-10.527649879455566
18,-5.2745537757873535,-5.14370584487915,-6.889377117156982,-8.817283630371094,-10.586053848266602,-10.528508186340332
19,-3.984930992126465,-10.193828582763672,-10.044144630432127,-7.509505748748779,-7.644913673400879,-9.591635704040527
