,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.317850112915039,-6.383258819580078,-6.071808815002441,-6.380901336669922,-6.371518611907959,-6.06955099105835
1,-8.074064254760742,-6.499614715576172,-6.318685531616211,-6.236451625823975,-6.722140312194824,-5.717582702636719
2,-7.795018672943115,-6.4758477210998535,-7.648927688598633,-8.133722305297852,-7.947917938232422,-7.209614753723144
3,-7.639888763427734,-3.852060317993164,-5.587679862976074,-7.855101108551025,-7.374012470245361,-7.326297760009766
5,-7.245317459106445,-5.8285956382751465,-6.392151355743408,-6.084754467010498,-6.052001476287842,-6.295873165130615
7,-7.510833740234375,-6.530125141143799,-5.4326043128967285,-7.02094316482544,-7.453634262084961,-7.083747863769531
6,-8.653996467590332,-6.267370700836182,-6.83521032333374,-7.484853267669678,-7.277117729187012,-6.361164093017578
8,-8.245672225952148,-6.805569171905518,-6.089992046356201,-5.464285850524902,-6.463703632354736,-7.358731269836426
9,-7.272282123565674,-6.313394546508789,-5.725131034851074,-6.680236339569092,-6.935726642608643,-6.387233257293701
10,-7.624155044555664,-6.210617542266846,-7.752286911010742,-8.199026107788086,-6.2752685546875,-6.35596227645874
11,-8.160257339477539,-6.596031188964844,-5.662327289581299,-6.404832363128662,-7.170814514160156,-6.37489652633667
13,-8.579315185546875,-5.430395603179932,-6.017123699188232,-7.752949714660644,-7.611957550048828,-7.011513710021973
12,-7.311679363250732,-6.109454154968262,-5.740188121795654,-6.693145751953125,-6.477984428405762,-6.167826175689697
14,-7.982344150543213,-6.301225185394287,-7.586640357971191,-6.868278980255127,-6.69879674911499,-5.803413391113281
23,-7.922022819519043,-6.265472412109375,-7.631300449371338,-8.001137733459473,-7.087897300720215,-6.958050727844238
16,-6.879258632659912,-7.187192916870117,-7.53682804107666,-7.199462890625,-6.827365398406982,-6.565164089202881
17,-7.665304183959961,-6.531566143035889,-7.126340866088867,-5.227035045623779,-5.0889573097229,-5.378011703491211
18,-8.438519477844238,-7.133714199066162,-7.16005802154541,-7.1074724197387695,-6.773125648498535,-6.671683311462402
19,-8.524045944213867,-5.8936448097229,-7.2927985191345215,-6.969151020050049,-7.297085285186768,-7.204536437988281
4,-7.699332237243652,-6.002259731292725,-6.932247638702393,-6.438031196594238,-7.647570610046387,-5.701072216033936
22,-8.048654556274414,-6.640477657318115,-4.884731769561768,-6.637593746185303,-6.898435592651367,-7.064281940460205
21,-7.882755756378174,-6.218801498413086,-5.631845474243164,-6.907787322998047,-7.437930107116699,-7.154017925262451
15,-8.524933815002441,-5.497749328613281,-4.40416145324707,-4.522809028625488,-6.037697792053223,-5.254498958587647
20,-8.233721733093262,-6.894566535949707,-7.219787120819092,-7.242770671844482,-7.1833086013793945,-7.778748512268066
