,0,1,2
0,0.7215189873417721,0.7329113924050633,0.7240506329113924
1,0.7139240506329114,0.7354430379746836,0.7481012658227848
2,0.7151898734177216,0.7088607594936709,0.7367088607594937
3,0.7088607594936709,0.720253164556962,0.7455696202531645
4,0.720253164556962,0.7455696202531645,0.7329113924050633
5,0.7088607594936709,0.7341772151898734,0.7417721518987341
6,0.7164556962025317,0.7215189873417721,0.7417721518987341
7,0.7164556962025317,0.7341772151898734,0.7493670886075949
8,0.7177215189873418,0.7506329113924051,0.730379746835443
9,0.7139240506329114,0.7417721518987341,0.7544303797468355
10,0.7088607594936709,0.7354430379746836,0.7544303797468355
11,0.7227848101265822,0.7481012658227848,0.7544303797468355
12,0.7139240506329114,0.7367088607594937,0.7468354430379747
13,0.7050632911392405,0.7341772151898734,0.7443037974683544
14,0.710126582278481,0.7329113924050633,0.7379746835443038
15,0.7278481012658228,0.739240506329114,0.7582278481012659
16,0.7113924050632912,0.730379746835443,0.759493670886076
17,0.710126582278481,0.7544303797468355,0.7493670886075949
18,0.7063291139240506,0.7341772151898734,0.7341772151898734
19,0.7063291139240506,0.7253164556962025,0.7329113924050633
