,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
1,-2.4810714721679688,-7.573028564453125,-6.484715938568115,-8.195869445800781,-7.346187114715576,-7.306158542633057
3,-3.44783878326416,-5.302014350891113,-6.640640258789063,-6.427444934844971,-5.899288177490234,-5.948157787322998
8,-3.5047435760498047,-3.910834312438965,-4.957930564880371,-6.123226165771484,-5.942983627319336,-6.49527645111084
2,-2.839962244033813,-3.5565662384033203,-3.7533388137817374,-5.823538780212402,-5.679419994354248,-6.452268123626709
14,-2.9541821479797363,-7.889801502227783,-6.509481906890869,-6.250709533691406,-6.400214195251465,-6.639140605926514
12,-4.669381141662598,-8.320043563842773,-6.363845348358154,-6.7518486976623535,-5.962328910827637,-7.245938777923584
21,-3.118966817855835,-7.473456859588623,-6.552289962768555,-6.770706653594971,-6.392822265625,-6.337471961975098
23,-4.566046237945557,-4.112329483032227,-6.755325794219971,-6.265751838684082,-6.245851039886475,-5.662649631500244
9,-3.618188381195069,-5.374939918518066,-6.33095645904541,-5.4468994140625,-5.909223556518555,-6.5708208084106445
11,-3.6444053649902335,-7.887794971466064,-6.934753894805908,-6.1608428955078125,-5.966145515441895,-5.231503963470459
10,-3.8807718753814697,-5.942005157470703,-6.88210391998291,-6.248900890350342,-5.962584495544434,-5.73136043548584
0,-4.674686431884766,-4.7680535316467285,-3.7718005180358887,-5.137669563293457,-6.390834331512451,-6.386794567108154
17,-3.0482983589172363,-3.091730833053589,-3.144571781158448,-5.94528341293335,-5.751114845275879,-5.604954719543457
18,-4.539083003997803,-6.924163341522217,-6.743124008178711,-6.01024341583252,-6.502966403961182,-6.8805251121521
19,-3.556720972061157,-6.1049394607543945,-7.135244369506836,-6.938844203948975,-6.261996746063232,-7.729916095733643
16,-3.399840831756592,-6.474148750305176,-5.458663463592529,-5.755951881408691,-5.393178462982178,-6.691053867340088
4,-2.860428094863892,-3.4775726795196533,-4.117105960845947,-3.995907783508301,-2.9570374488830566,-1.929598331451416
20,-4.088963031768799,-6.045448780059815,-5.712148666381836,-4.767154216766357,-4.355801105499268,-4.641404628753662
5,-3.590679883956909,-6.3976826667785645,-6.646104335784912,-5.620169162750244,-5.701030731201172,-5.849226474761963
13,-3.4301233291625977,-6.769658088684082,-6.023674964904785,-6.436570644378662,-5.542088985443115,-5.373812198638916
6,-3.290596008300781,-7.0032958984375,-6.881399154663086,-7.082629680633545,-6.065175533294678,-6.666070461273193
