,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
1,-5.880586624145508,-9.710378646850586,-9.85775661468506,-9.795122146606444,-10.306899070739746,-11.148571968078612
3,-7.200052738189697,-7.290990352630615,-8.838560104370117,-8.07816219329834,-8.314752578735352,-6.793869018554688
8,-6.839357852935791,-5.867285251617432,-8.894546508789062,-10.427166938781738,-10.408624649047852,-10.982457160949709
15,-7.472848415374756,-6.78554630279541,-9.647737503051758,-10.593159675598145,-10.307661056518556,-10.2827730178833
2,-6.673744201660156,-7.337737083435059,-9.351917266845703,-9.724319458007812,-9.62320327758789,-10.374899864196776
14,-6.304543972015381,-8.665241241455078,-10.001161575317385,-9.709775924682615,-9.124860763549805,-9.739707946777344
12,-6.684569835662842,-8.775392532348633,-8.029335021972656,-8.303993225097656,-8.688125610351562,-9.750242233276367
21,-7.18604040145874,-3.6198480129241934,-5.851976871490479,-9.299235343933104,-9.026947975158691,-9.14482593536377
23,-7.596337795257568,-6.966891288757324,-7.103893756866455,-9.997589111328123,-8.501961708068848,-9.29319667816162
9,-6.488474369049072,-10.355667114257812,-10.554754257202148,-9.350794792175291,-8.592168807983398,-7.870579242706299
11,-6.893793106079102,-9.46469497680664,-9.619232177734377,-9.361760139465332,-9.767358779907228,-9.805598258972168
10,-6.986915588378906,-10.142213821411133,-10.14455223083496,-9.84265422821045,-9.355388641357422,-9.548123359680176
20,-6.254600524902344,-6.739753246307373,-10.323233604431152,-9.614137649536133,-9.866435050964355,-9.858759880065918
0,-6.326427936553955,-10.78950309753418,-10.347381591796877,-8.919496536254883,-9.222704887390137,-10.319299697875977
6,-6.97703742980957,-8.468756675720215,-9.585296630859377,-9.283819198608398,-9.408013343811035,-9.972105979919434
5,-7.180112361907959,-8.271059036254883,-10.29005241394043,-10.079533576965332,-10.190266609191896,-10.957609176635742
7,-6.579007625579834,-6.719006538391113,-9.989391326904297,-9.229290962219238,-8.96529769897461,-9.547588348388672
4,-5.788788318634033,-6.096004962921143,-9.777958869934082,-10.039518356323242,-9.51984691619873,-10.225330352783203
17,-6.426404476165772,-5.968259811401367,-10.208333015441896,-10.001296043395996,-10.27717399597168,-11.299017906188965
18,-8.042595863342285,-6.8069047927856445,-8.816190719604492,-7.915550708770752,-8.20022964477539,-9.373632431030272
19,-6.995875358581543,-10.419703483581545,-10.59083080291748,-9.694378852844238,-9.289854049682615,-10.072834968566896
16,-7.809656143188477,-7.498861312866211,-9.582756042480469,-10.038296699523926,-9.707388877868652,-9.587718963623049
13,-8.30693531036377,-7.0226826667785645,-7.186427593231201,-10.44970989227295,-9.690082550048828,-10.089800834655762
