,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
1,-4.068967819213867,-5.478250026702881,-6.906710147857666,-7.0196452140808105,-6.459350109100342,-6.282496452331543
3,-4.1691436767578125,-7.070013046264648,-4.834397315979004,-5.18079137802124,-5.864091873168945,-6.57714319229126
8,-4.091452598571777,-5.185414791107178,-6.39107084274292,-6.023752689361572,-6.224050521850586,-6.567221641540527
2,-4.058238983154297,-7.628954410552978,-7.023987293243408,-7.779588222503662,-7.125048637390137,-6.771162986755371
14,-4.571450710296631,-5.240067005157471,-6.05067253112793,-5.724185943603516,-5.124516010284424,-6.505812644958496
12,-5.162832260131836,-6.459776878356934,-6.122232913970947,-5.955578327178955,-6.120240688323975,-6.4904866218566895
21,-10.517993927001951,-9.403948783874512,-4.025577068328857,-6.790350437164307,-6.894577026367188,-5.874344825744629
23,-4.518011093139648,-6.776190757751465,-6.169710159301758,-7.440127372741699,-6.63577938079834,-6.6224799156188965
9,-3.868619441986084,-4.569974422454834,-4.586215496063232,-6.781077861785889,-6.711740016937256,-7.0711669921875
11,-6.32865047454834,-6.5524492263793945,-6.743444919586182,-6.717528820037842,-6.890429973602295,-6.7754621505737305
10,-5.254544734954834,-5.696531772613525,-7.896467208862305,-6.752333164215088,-6.334555149078369,-6.378627300262451
20,-4.17888069152832,-4.176574230194092,-5.321086883544922,-6.029865741729736,-5.634037494659424,-6.100480556488037
0,-7.41231632232666,-6.22562837600708,-6.484771251678467,-6.368971347808838,-6.885704517364502,-5.807601451873779
17,-4.177065849304199,-5.39585542678833,-6.21370792388916,-6.269649028778076,-6.075918197631836,-6.076618194580078
18,-7.448067665100098,-4.719239711761475,-6.528741359710693,-7.419823169708252,-6.780692100524902,-7.420462608337402
19,-4.054044246673584,-5.751430988311768,-6.167233943939209,-6.507882595062256,-6.477077960968018,-6.158241271972656
16,-4.787977695465088,-7.520367622375488,-6.6262946128845215,-6.709617614746094,-6.947052955627441,-5.925014972686768
4,-3.387643337249756,-7.665194034576416,-6.550844669342041,-5.831393241882324,-5.706366062164307,-5.986478805541992
5,-3.918924331665039,-7.101941108703613,-6.644107818603516,-7.710831642150879,-6.5261993408203125,-6.332632541656494
13,-6.759193420410156,-6.730998992919922,-7.929222106933594,-8.310789108276367,-7.377777099609375,-6.535062789916992
6,-4.375455379486084,-7.458489894866943,-6.653189659118652,-6.078856945037842,-6.197432518005371,-6.491397857666016
