,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-5.389719486236572,-9.44731903076172,-7.522364139556885,-7.470951557159424,-7.755949020385742,-7.783398628234863
3,-5.784985065460205,-8.045761108398438,-7.841680526733398,-6.737728118896484,-6.534015655517578,-6.9584174156188965
8,-5.086099147796631,-6.183959007263184,-6.219039440155029,-6.768648624420166,-7.792752742767334,-6.900722503662109
2,-6.106088638305664,-6.3894453048706055,-8.015374183654785,-7.313976287841797,-6.561105251312256,-6.833759784698486
14,-4.615911960601807,-4.754560947418213,-6.741135120391846,-6.6623945236206055,-6.838215827941895,-7.084968090057373
12,-6.456825733184815,-8.403718948364258,-8.788972854614258,-6.818893432617188,-7.00166654586792,-7.017312049865723
21,-5.771427154541016,-8.823387145996094,-6.787500858306885,-7.045612335205078,-7.073960304260254,-7.431650638580322
23,-5.604077339172363,-7.065337181091309,-6.906205654144287,-7.451423645019531,-7.680674076080322,-7.225872039794922
9,-5.161004543304443,-4.794841289520264,-6.16759729385376,-6.103693008422852,-6.318635940551758,-6.735841274261475
0,-5.171938419342041,-6.183105945587158,-7.575082778930664,-7.354114532470703,-7.323880672454834,-7.2203850746154785
10,-5.348233699798584,-6.759390830993652,-5.554954528808594,-6.466620445251465,-6.055019855499268,-7.772698879241943
17,-6.648122310638428,-7.857900142669678,-8.514398574829102,-7.93223237991333,-7.484143257141113,-7.255817413330078
11,-5.1730828285217285,-8.02725887298584,-8.097167015075684,-7.16929817199707,-6.780510425567627,-6.711952209472656
18,-5.915543556213379,-4.953993797302246,-4.481828689575195,-6.865251541137695,-7.632391452789307,-7.317463397979736
19,-5.84801197052002,-6.801798343658447,-6.06172513961792,-7.266129970550537,-7.046537399291992,-6.911723136901856
16,-5.371328830718994,-6.620290279388428,-7.092660903930664,-7.119304656982422,-7.407781600952148,-7.208531379699707
4,-4.147380828857422,-6.699089050292969,-7.394089221954346,-7.315613269805908,-7.070349216461182,-7.188259124755859
20,-5.384154319763184,-10.28280258178711,-8.944546699523926,-8.732595443725586,-8.520397186279297,-8.40958309173584
5,-6.308748722076416,-6.04705810546875,-7.615764617919922,-8.045027732849121,-6.922351837158203,-7.249043464660644
13,-4.7301836013793945,-3.9719488620758057,-7.012370586395264,-6.924536228179932,-6.833766460418701,-7.082095146179199
6,-5.87743091583252,-5.232289791107178,-7.168373107910156,-7.169780254364014,-7.317111015319824,-7.017086982727051
7,-4.9765625,-6.625,-7.35546875,-6.69921875,-6.41796875,-6.69921875
15,-4.68359375,-7.6953125,-6.703125,-6.73046875,-6.921875,-6.8125
