,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-4.957099914550781,-4.777367115020752,-7.014623641967773,-6.657153129577637,-6.51191520690918,-7.2203850746154785
1,-4.483402252197266,-8.903249740600586,-7.282491207122803,-7.309134006500244,-7.393782615661621,-7.783398628234863
2,-4.964544773101807,-6.216315746307373,-6.966123104095459,-7.167051792144775,-6.2614030838012695,-6.833759784698486
4,-4.243646621704102,-6.311583042144775,-7.855833053588867,-6.822230815887451,-6.698728561401367,-7.188259124755859
3,-5.592030048370361,-6.526411533355713,-7.986495494842529,-6.368268013000488,-6.337090492248535,-6.9584174156188965
5,-5.941233158111572,-5.394943714141846,-7.766814231872559,-7.8491129875183105,-6.373122215270996,-7.249043464660644
7,-4.771970272064209,-4.714489936828613,-7.378424644470215,-6.130351543426514,-6.178072452545166,-6.707775592803955
6,-5.869997978210449,-4.611795425415039,-6.946093559265137,-7.255845546722412,-7.014115810394287,-7.017086982727051
8,-5.081029891967773,-5.217854022979736,-5.618841648101807,-5.255512714385986,-6.987499713897705,-6.900722503662109
15,-4.520905494689941,-7.028002262115479,-5.927141189575195,-6.374777317047119,-6.25467586517334,-6.817523956298828
9,-5.17935848236084,-3.9712746143341056,-5.909026622772217,-5.743246555328369,-5.792086124420166,-6.735841274261475
14,-4.800249576568604,-4.714160919189453,-6.215151309967041,-6.057820796966553,-6.394227981567383,-7.084968090057373
10,-5.530066013336182,-6.88804292678833,-5.6833672523498535,-6.40969181060791,-5.810471534729004,-7.772698879241943
12,-5.101006507873535,-6.903102397918701,-8.170300483703613,-6.409160137176514,-6.414485454559326,-7.017312049865723
11,-4.941534042358398,-7.569540500640869,-7.594094276428223,-7.083763599395752,-6.5231218338012695,-6.711952209472656
13,-5.020968914031982,-4.307468891143799,-6.51256799697876,-6.273650646209717,-6.461585521697998,-7.082095146179199
16,-5.113319873809815,-5.430408477783203,-6.482759475708008,-6.628832817077637,-6.840843677520752,-7.208531379699707
17,-5.11741304397583,-6.4116411209106445,-7.54751443862915,-7.577421188354492,-7.141928672790527,-7.255817413330078
18,-6.426504611968994,-4.032469749450684,-3.575242042541504,-5.498422622680664,-7.958486557006836,-7.317463397979736
19,-5.473343372344971,-7.0715155601501465,-6.510637283325195,-6.650660037994385,-6.496605396270752,-6.9117231369018555
