,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-4.75390625,-5.00390625,-6.50390625,-5.96875,-5.85546875,-6.21875
1,-5.05078125,-6.1015625,-5.328125,-5.65625,-4.81640625,-6.16796875
2,-4.75,-5.6953125,-5.27734375,-6.36328125,-6.80078125,-6.92578125
3,-5.51171875,-5.12890625,-5.203125,-5.19921875,-5.11328125,-4.9921875
4,-5.55078125,-6.09375,-6.9921875,-6.55859375,-5.5546875,-6.828125
5,-6.66015625,-5.6015625,-5.125,-5.12109375,-5.796875,-5.73828125
6,-5.0625,-4.72265625,-5.75,-4.82421875,-4.48828125,-4.828125
7,-5.328125,-5.37890625,-4.5703125,-3.86328125,-3.869140625,-4.328125
8,-4.78515625,-5.01171875,-5.10546875,-5.3515625,-5.8984375,-6.44140625
9,-5.29296875,-5.8984375,-6.65625,-5.71875,-5.73828125,-6.8203125
10,-4.90234375,-5.0,-4.19921875,-4.1875,-4.18359375,-5.86328125
11,-5.1640625,-5.8828125,-5.0859375,-4.078125,-4.90625,-3.921875
12,-6.07421875,-5.48828125,-6.29296875,-6.99609375,-5.98828125,-5.91796875
13,-5.17578125,-5.859375,-5.6171875,-6.86328125,-5.21484375,-5.32421875
14,-5.09375,-5.3046875,-5.859375,-5.9921875,-5.30859375,-6.26171875
15,-5.3125,-4.9765625,-5.75390625,-5.7421875,-5.9140625,-6.8515625
16,-5.13671875,-6.55078125,-6.51171875,-6.66015625,-5.765625,-6.97265625
17,-4.98828125,-5.1328125,-5.5078125,-6.125,-6.11328125,-6.66796875
18,-5.38671875,-4.6953125,-5.453125,-4.76953125,-4.875,-5.1328125
19,-5.125,-5.83984375,-6.1484375,-5.515625,-4.91796875,-5.453125
