,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-4.109838485717773,-8.969104766845703,-9.122249603271484,-9.186147689819336,-9.835572242736816,-10.203476905822754
1,-4.224574565887451,-6.1824493408203125,-10.04577350616455,-8.047442436218262,-8.558854103088379,-9.007207870483398
2,-3.4764480590820312,-7.023106098175049,-7.971127986907959,-8.313018798828125,-8.711082458496094,-9.32156467437744
4,-4.145758628845215,-6.126585960388184,-7.441629409790039,-8.907126426696777,-9.998529434204102,-10.110925674438477
3,-3.2864415645599365,-9.275460243225098,-9.101820945739746,-8.504870414733887,-9.106661796569824,-10.52219009399414
5,-5.83880090713501,-10.484552383422852,-9.659968376159668,-10.075194358825684,-10.087069511413574,-10.504345893859863
7,-5.315584659576416,-8.63670825958252,-9.346208572387695,-10.023611068725586,-7.933062553405762,-9.28625202178955
6,-3.732801675796509,-4.718985557556152,-9.694445610046388,-9.76093292236328,-8.781248092651367,-9.286029815673828
8,-4.66354513168335,-4.181650638580322,-9.168316841125488,-9.19346046447754,-10.11669635772705,-9.750083923339844
15,-4.2404656410217285,-9.663103103637695,-8.901093482971191,-9.394160270690918,-9.394160270690918,-9.622963905334473
9,-3.2797367572784424,-3.2978103160858154,-11.21322536468506,-9.678930282592772,-10.24917984008789,-10.012282371520996
14,-3.3693439960479736,-8.823037147521973,-9.763089179992676,-8.901200294494629,-8.495132446289062,-9.060423851013184
10,-2.966505527496338,-5.265099048614502,-3.594522476196289,-2.907766580581665,-7.094424247741699,-10.21690845489502
12,-4.510556221008301,-5.567154884338379,-9.336464881896973,-9.595240592956545,-9.640122413635254,-10.393068313598633
11,-3.391764163970948,-6.2730817794799805,-4.547893524169922,-7.640517234802246,-9.242633819580078,-9.263854026794434
13,-3.932926177978516,-7.385438442230225,-9.64969539642334,-10.485835075378418,-9.444271087646484,-9.768959999084473
16,-4.445742130279541,-7.933324337005615,-10.63833713531494,-9.020631790161133,-9.159232139587402,-9.206643104553224
17,-4.542935848236084,-6.078060626983643,-5.479780197143555,-9.09657096862793,-9.374710083007812,-10.761616706848145
18,-4.701358318328857,-9.460251808166504,-9.95628547668457,-9.249818801879885,-9.28266716003418,-9.225506782531738
19,-3.4485514163970947,-4.028217792510986,-10.210660934448242,-9.046624183654783,-9.433659553527832,-9.773086547851562
