,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
1,-3.9643845558166495,-7.153209209442139,-10.63602066040039,-8.920427322387695,-9.32475471496582,-9.007207870483398
3,-4.008991241455078,-10.380735397338867,-10.120401382446287,-9.357937812805176,-9.037046432495115,-10.52219009399414
8,-5.653855323791504,-6.452084064483643,-9.498990058898926,-9.417388916015623,-10.06784439086914,-9.750083923339844
2,-4.081581592559815,-6.117697238922119,-8.798258781433105,-9.002976417541504,-8.789682388305664,-9.32156467437744
14,-3.868462324142456,-9.853672981262209,-9.87216854095459,-9.596921920776367,-9.150310516357422,-9.060423851013184
12,-5.015257358551025,-7.908387660980225,-10.18523120880127,-10.036365509033203,-10.167311668395996,-10.393068313598633
21,-5.511505603790283,-6.0708112716674805,-9.458157539367676,-9.141282081604004,-9.457096099853516,-9.608489990234377
23,-5.669343948364258,-7.258053779602051,-9.570155143737791,-10.381199836730955,-10.867390632629396,-10.450858116149902
9,-3.7184090614318848,-3.229140281677246,-10.538753509521484,-10.447593688964844,-10.589412689208984,-10.012282371520996
11,-4.222771167755127,-6.203359127044678,-4.960236549377441,-8.072725296020508,-9.475650787353516,-9.263854026794434
0,-4.887425422668457,-10.3239107131958,-10.148751258850098,-9.656438827514648,-9.950847625732422,-10.203476905822754
10,-4.052992343902588,-5.780631065368652,-4.391963005065918,-4.722985744476318,-8.705939292907715,-10.21690845489502
17,-5.316497325897217,-6.77057409286499,-6.933432579040527,-9.8285493850708,-10.146428108215332,-10.761616706848145
18,-4.58535623550415,-10.549272537231444,-9.985321044921877,-9.514922142028809,-9.651606559753418,-9.225506782531738
19,-4.361104488372803,-4.622058868408203,-10.179519653320312,-9.68718147277832,-9.873787879943848,-9.773086547851562
16,-6.1166672706604,-7.895140647888184,-10.907770156860352,-9.92540168762207,-9.491373062133787,-9.206643104553224
4,-4.679722785949707,-6.7753753662109375,-8.189566612243652,-9.829026222229004,-10.098970413208008,-10.110925674438477
20,-4.89953088760376,-6.578835964202881,-8.782878875732422,-8.797281265258789,-9.17642879486084,-9.323589324951172
5,-6.963075160980225,-10.690566062927246,-11.09031105041504,-10.06395435333252,-10.606175422668455,-10.504345893859863
13,-5.361881732940674,-9.2284574508667,-10.242249488830566,-10.594568252563477,-9.962389945983888,-9.768959999084473
6,-4.873847961425781,-5.16033411026001,-9.33064079284668,-9.872379302978516,-8.692802429199219,-9.286029815673828
