,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe,agent0_799,agent1_799,agent2_799,agent3_799,agent4_799,agent5_799
0,-0.944264590740204,-3.497046709060669,-3.2222132682800293,-3.437782049179077,-5.340029716491699,-5.071224689483643,-1.6172462701797483,-3.1838366985321045,-1.7805089950561523,-23.678470611572266,-25.185720443725582,-23.445987701416016
2,-0.7079263925552368,-2.2469723224639893,-4.363290786743164,-4.318492412567139,-4.382661819458008,-4.096081256866455,-0.1699175536632537,-3.662432909011841,-8.664688110351562,-8.282066345214844,-8.421112060546875,-12.733757972717283
4,-0.7107726335525513,-0.9145033359527588,-3.4900405406951904,-4.097469806671143,-4.7078938484191895,-4.920743942260742,-0.0979652553796768,-0.5750769376754761,-5.309330940246582,-7.314432621002197,-31.8393497467041,-31.90954971313477
6,-0.8149519562721252,-1.2212162017822266,-4.027644157409668,-3.786980867385864,-4.378520488739014,-4.4810662269592285,-0.0223525371402502,-0.0017734528519213,-4.58994197845459,-7.791409015655518,-8.525679588317871,-11.149128913879396
5,-1.1115270853042605,-0.8348329067230225,-0.8254937529563904,-3.276416778564453,-4.364058494567871,-3.6182878017425537,-0.1652247160673141,-0.0606416463851928,-0.8995946645736694,-3.723620414733887,-6.892797946929932,-13.353524208068848
1,-0.8914719223976135,-1.916280627250672,-3.287907361984253,-4.268012523651123,-3.572112798690796,-4.362325191497803,-0.2872959673404693,-0.0834146812558174,-0.3071749806404114,-9.138887405395508,-11.25477695465088,-16.861984252929688
3,-0.5382155776023865,-1.189409255981445,-1.5424466133117676,-0.860201358795166,-4.380101680755615,-4.770663261413574,-0.007487921975553,-0.2247548550367355,-0.2248955816030502,-0.1484914124011993,-1.993914008140564,-7.22942590713501
7,-1.1068652868270874,-1.0353922843933103,-3.1754066944122314,-3.97110652923584,-3.97110652923584,-4.067601203918457,-0.6165510416030884,-0.2644659876823425,-8.349306106567383,-8.792847633361816,-8.792847633361816,-11.719392776489258
8,-0.991875946521759,-1.9646751880645752,-3.2314670085906982,-3.73775577545166,-3.061250686645508,-4.371340274810791,-1.617279887199402,-0.1209470555186271,-0.9923051595687866,-14.192070960998535,-12.484108924865724,-14.69364070892334
10,-0.9872186779975892,-1.366504430770874,-0.9134751558303832,-3.024021625518799,-4.765249252319336,-4.420477390289307,-0.5214138031005859,-0.2353430241346359,-0.0766467377543449,-5.79656982421875,-8.676884651184082,-9.980918884277344
12,-1.042304277420044,-1.9735323190689087,-1.3517893552780151,-0.5222561955451965,-2.528537034988404,-3.827019691467285,-1.697669267654419,-0.2229087352752685,-0.235233724117279,-1.0535601377487185,-6.820359230041504,-8.393316268920898
14,-1.1616618633270264,-0.9256178736686708,-3.702852249145508,-4.248819351196289,-4.388040542602539,-4.314148426055908,,,,,,
13,-0.8660045862197876,-1.6495444774627686,-3.7977898120880127,-2.4844024181365967,-4.459194183349609,-4.643238067626953,-0.4369355738162994,-0.0593877658247947,-0.4783708751201629,-1.2510942220687866,-9.903698921203612,-27.994483947753903
11,-1.290348768234253,-0.931370735168457,-0.3159934282302856,-3.9109621047973633,-4.12943696975708,-4.633943557739258,-0.990928590297699,-0.1600112318992614,-0.1613757610321045,-11.21247386932373,-27.02260398864746,-28.39024543762207
18,-1.396737813949585,-3.346865653991699,-4.893639087677002,-4.514345645904541,-5.096512794494629,-4.644794464111328,-0.6723089218139648,-0.0842496827244758,-8.165752410888672,-14.38796615600586,-14.87468433380127,-19.009248733520508
15,-0.9279751181602478,-0.8881399035453796,-0.8790236711502075,-2.904287338256836,-4.115982532501221,-4.551418304443359,,,,,,
9,-0.6444258093833923,-1.4153308868408203,-3.292083501815796,-3.225696086883545,-3.9877352714538574,-2.650454521179199,-0.8204081058502197,-0.3468004167079925,-1.042836308479309,-0.9787570238113404,-4.959540843963623,-1.1877286434173584
16,-1.038822054862976,-0.8313423991203308,-2.095814943313598,-1.0853137969970703,-1.075113296508789,-3.1679399013519287,-0.2436449974775314,-0.0415080450475215,-0.076901376247406,-0.4011434912681579,-0.107864961028099,-9.526155471801758
19,-1.0605489015579224,-1.0600942373275757,-1.4804590940475464,-4.203481197357178,-4.592715263366699,-7.03425407409668,-1.1713358163833618,-0.0800141915678978,-0.5396980047225952,-2.357929229736328,-3.009944200515747,-1.3260482549667358
17,-0.9868764281272888,-1.6344196796417236,-2.681394338607788,-2.747767210006714,-1.2651423215866089,-3.1786913871765137,-0.3218992352485657,-0.1096749752759933,-0.5480231046676636,-0.1621782928705215,-8.249917030334473,-16.101015090942383
