,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-3.789257287979126,-2.7976794242858887,-3.8217153549194336,-3.493568181991577,-3.156726598739624,-3.2966439723968506
1,-2.3116416931152344,-4.232263565063477,-3.63393759727478,-3.4888103008270264,-3.039720058441162,-3.05553936958313
2,-2.801653385162353,-4.040928363800049,-3.71419620513916,-3.2939136028289795,-3.006122350692749,-3.725534677505493
4,-3.1687912940979004,-3.7586848735809326,-2.979219675064087,-2.9761078357696533,-3.43060564994812,-3.315656900405884
3,-3.78307580947876,-4.448022365570068,-3.742748498916626,-3.673987865447998,-3.6862826347351074,-3.8405895233154297
5,-3.564406394958496,-2.951295852661133,-3.8407063484191895,-3.740744829177856,-3.635857105255127,-3.3813316822052
7,-3.531635046005249,-1.6804306507110596,-3.3773670196533203,-3.5526134967803955,-3.205446243286133,-3.705078601837158
6,-3.046863555908203,-2.541140556335449,-3.496936798095703,-4.08151912689209,-3.6156539916992174,-3.887124538421631
8,-3.306398391723633,-4.169620990753174,-4.976643562316895,-2.913386344909668,-4.02129602432251,-4.109052658081055
15,-3.2377638816833496,-3.2010698318481445,-3.724717140197754,-2.904693126678467,-3.065551280975342,-3.6647019386291504
9,-3.507526636123657,-3.7256946563720703,-3.940892219543457,-3.327451229095459,-3.560629367828369,-3.5796432495117188
14,-3.365495443344116,-4.627264976501465,-3.814562559127808,-3.757704496383667,-4.28017520904541,-4.383757591247559
10,-3.1347460746765137,-3.4556961059570312,-3.584869623184204,-4.307199954986572,-3.6581451892852783,-3.3466126918792725
12,-3.883538722991944,-3.814338207244873,-4.23944616317749,-4.011250019073486,-3.4691648483276367,-4.293646812438965
11,-3.137314558029175,-4.774085998535156,-3.953209638595581,-3.822511911392212,-3.822511911392212,-4.290510177612305
13,-2.9899232387542725,-3.411118984222412,-2.55391001701355,-2.613612174987793,-2.25470232963562,-3.08828067779541
16,-3.363884925842285,-5.132606506347656,-10.133700370788574,-3.744632482528688,-2.983210563659668,-3.914326906204224
17,-2.5320818424224854,-3.246048212051392,-2.699968338012696,-4.502617835998535,-6.076200485229492,-4.514330387115479
18,-3.684894800186157,-3.0806686878204346,-3.6978468894958496,-3.256972312927246,-2.663330078125,-3.333914279937744
19,-3.175727367401123,-4.395814895629883,-3.993645191192627,-3.046442985534668,-2.9996349811553955,-3.867582321166992
