,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-7.94140625,-12.75,-12.328125,-11.5234375,-10.9765625,-11.7578125
1,-7.87109375,-11.3984375,-11.734375,-12.3203125,-14.0078125,-11.140625
2,-9.0859375,-13.890625,-14.2265625,-13.4375,-10.609375,-12.0
3,-9.09375,-12.5859375,-13.6640625,-12.546875,-11.7109375,-12.4921875
4,-10.7578125,-12.09375,-12.5078125,-13.0234375,-12.4453125,-9.53125
5,-8.3828125,-10.59375,-10.640625,-13.03125,-10.234375,-10.8515625
6,-10.4375,-13.1171875,-13.109375,-12.78125,-16.328125,-15.578125
7,-7.58984375,-12.3359375,-11.703125,-9.8671875,-8.53125,-11.3046875
8,-8.34375,-12.390625,-13.65625,-16.3125,-13.8515625,-12.4140625
9,-7.54296875,-10.2890625,-14.015625,-12.7265625,-13.1875,-11.296875
10,-8.4140625,-12.171875,-11.515625,-11.34375,-12.328125,-12.1328125
11,-8.734375,-10.8828125,-11.0546875,-12.1171875,-10.6796875,-10.453125
12,-7.359375,-13.2734375,-13.546875,-11.015625,-10.4140625,-10.75
13,-7.51171875,-9.9921875,-8.7421875,-8.8515625,-9.9296875,-11.9921875
14,-8.6796875,-11.390625,-13.3359375,-13.5546875,-13.28125,-11.7734375
15,-8.2734375,-11.4296875,-14.0,-14.828125,-14.0234375,-13.78125
16,-8.7734375,-14.5703125,-13.78125,-14.3984375,-14.484375,-14.1015625
17,-8.625,-12.59375,-13.4765625,-12.5703125,-13.6015625,-13.6484375
18,-8.453125,-12.3359375,-11.6953125,-10.765625,-9.640625,-10.546875
19,-8.7734375,-10.6640625,-10.03125,-9.2421875,-8.6875,-8.8828125
