,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-5.4375,-5.3359375,-8.1171875,-11.1875,-12.5625,-10.9453125
1,-6.9765625,-11.1328125,-9.7421875,-9.96875,-9.7734375,-11.390625
2,-7.0625,-11.078125,-13.4453125,-12.2265625,-11.03125,-11.0
3,-7.09765625,-12.5234375,-13.1015625,-10.96875,-11.78125,-12.9140625
4,-5.9296875,-15.984375,-15.03125,-12.1796875,-10.6953125,-12.0703125
5,-6.01171875,-11.78125,-12.6640625,-12.59375,-10.7734375,-11.984375
6,-7.35546875,-9.8203125,-5.65234375,-8.03125,-11.4296875,-10.96875
7,-6.10546875,-8.984375,-11.5625,-9.875,-9.09375,-11.484375
8,-6.73828125,-7.5703125,-14.2578125,-12.8671875,-13.5390625,-11.5078125
9,-7.4375,-8.9765625,-5.60546875,-9.3984375,-9.234375,-10.7265625
10,-6.9921875,-9.40625,-10.984375,-11.8046875,-12.5546875,-14.265625
11,-6.0703125,-11.0234375,-12.4140625,-12.0703125,-12.5390625,-12.6484375
12,-6.0234375,-9.2109375,-12.4375,-12.1484375,-12.7109375,-11.734375
13,-6.3125,-12.3515625,-11.359375,-11.609375,-12.625,-13.0625
14,-6.25390625,-7.19921875,-7.90234375,-10.5,-9.3984375,-10.09375
15,-6.87890625,-15.3828125,-13.421875,-12.71875,-12.5390625,-13.140625
16,-7.4921875,-12.3359375,-12.390625,-12.4140625,-12.3359375,-12.953125
17,-7.79296875,-8.90625,-7.25,-10.625,-10.5859375,-10.9765625
18,-6.62890625,-11.125,-13.1953125,-11.1640625,-11.203125,-12.125
19,-7.1875,-11.921875,-11.015625,-9.828125,-10.40625,-10.8984375
