,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-5.26953125,-5.8125,-6.90234375,-11.4375,-12.71875,-10.9453125
1,-6.56640625,-10.2421875,-10.078125,-10.3203125,-9.5625,-11.390625
2,-6.46875,-7.66015625,-12.8515625,-10.4921875,-10.3203125,-11.0
3,-7.78125,-10.65625,-12.3203125,-11.015625,-11.015625,-12.9140625
4,-5.66015625,-14.53125,-15.1484375,-12.59375,-11.546875,-12.0703125
5,-5.33203125,-10.671875,-12.15625,-13.3828125,-10.6328125,-11.984375
6,-6.2578125,-9.5234375,-5.6875,-8.53125,-11.125,-10.96875
7,-5.58203125,-5.83203125,-9.0859375,-7.203125,-7.5546875,-11.484375
8,-6.35546875,-6.6875,-12.6875,-11.6796875,-11.9453125,-11.5078125
9,-6.0234375,-7.9921875,-5.21484375,-9.1171875,-8.6953125,-10.7265625
10,-5.78125,-7.8515625,-11.8359375,-12.0234375,-12.140625,-14.265625
11,-5.16015625,-8.5703125,-11.1328125,-11.078125,-11.109375,-12.6484375
12,-5.46484375,-7.35546875,-10.6484375,-12.84375,-12.84375,-11.734375
13,-5.85546875,-9.8515625,-10.6015625,-11.5390625,-11.765625,-13.0625
14,-6.10546875,-7.13671875,-8.703125,-10.3203125,-10.5390625,-10.09375
15,-5.9453125,-13.9140625,-13.359375,-11.9375,-11.9375,-13.140625
16,-6.45703125,-10.3359375,-12.796875,-10.8515625,-11.953125,-12.953125
17,-6.79296875,-7.83984375,-7.87890625,-9.5,-10.3515625,-10.9765625
18,-5.5078125,-12.5078125,-12.96875,-9.78125,-10.3125,-12.125
19,-6.4609375,-10.96875,-12.0625,-9.3828125,-10.5078125,-10.8984375
