,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.30859375,-8.296875,-9.765625,-10.59375,-8.703125,-9.046875
1,-4.33203125,-5.109375,-6.21875,-8.1484375,-6.48828125,-6.83203125
2,-5.43359375,-5.55859375,-7.234375,-7.32421875,-5.3671875,-7.47265625
3,-4.15234375,-6.703125,-7.109375,-6.87109375,-6.984375,-7.63671875
4,-5.75,-9.28125,-6.73828125,-6.6171875,-7.25390625,-7.2734375
5,-4.671875,-5.8515625,-7.72265625,-7.6953125,-7.79296875,-7.46875
6,-4.98828125,-8.5625,-7.328125,-7.0,-6.70703125,-7.60546875
7,-4.5625,-5.7734375,-6.61328125,-6.18359375,-6.34375,-6.859375
8,-4.890625,-4.9609375,-5.13671875,-7.5390625,-7.05859375,-7.0546875
9,-4.96484375,-6.98828125,-6.82421875,-6.1796875,-6.84375,-7.00390625
10,-5.9296875,-5.71484375,-6.90234375,-6.51953125,-6.85546875,-7.25390625
11,-5.125,-6.95703125,-6.40625,-6.61328125,-6.34765625,-6.89453125
12,-4.8125,-7.26953125,-6.58984375,-6.80078125,-6.83203125,-7.03515625
13,-5.640625,-6.52734375,-7.09375,-7.5546875,-6.62890625,-7.41015625
14,-4.99609375,-6.5546875,-6.2734375,-5.7265625,-5.75390625,-6.484375
15,-4.77734375,-8.3828125,-7.41796875,-6.96875,-6.8828125,-7.64453125
16,-4.90625,-8.671875,-7.31640625,-7.0390625,-7.12109375,-8.28125
17,-5.171875,-5.703125,-8.171875,-9.2109375,-8.703125,-9.625
18,-4.86328125,-6.609375,-6.85546875,-6.31640625,-6.08203125,-7.05078125
19,-4.91015625,-7.375,-7.01171875,-7.28515625,-7.1640625,-7.69921875
