,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.697339057922363,-10.672980308532717,-10.37954807281494,-10.46027374267578,-7.834343910217285,-7.5390305519104
1,-5.304692268371582,-5.680639266967773,-6.635323524475098,-8.220169067382812,-7.743064403533935,-8.983963012695312
2,-6.111533164978027,-9.900261878967283,-8.620593070983887,-8.92501163482666,-9.531346321105955,-10.830924987792969
4,-5.090839385986328,-6.004482269287109,-5.868388175964356,-9.374789237976074,-8.684242248535156,-8.892985343933105
3,-6.268692970275879,-4.467380523681641,-10.180901527404783,-9.612890243530272,-10.36546802520752,-9.97874927520752
5,-6.287817478179932,-10.276062965393066,-10.295825958251951,-10.042832374572754,-9.202637672424316,-8.558660507202148
7,-6.495281219482422,-7.298013687133789,-5.75537109375,-5.370406150817871,-7.734787464141846,-10.781481742858888
6,-4.728549480438232,-9.627803802490234,-10.90058708190918,-9.80767059326172,-10.087273597717283,-10.541935920715332
15,-5.89143180847168,-6.40279483795166,-9.08990478515625,-9.12738037109375,-9.429184913635254,-10.523676872253418
14,-5.999767780303955,-10.20478057861328,-9.509851455688477,-9.457559585571287,-10.240696907043455,-10.663726806640623
8,-6.856131076812744,-6.684042930603027,-10.138785362243652,-8.445696830749512,-9.692201614379885,-9.403923034667969
9,-6.070016384124756,-5.375166893005371,-8.143460273742676,-8.477478981018066,-7.980797290802002,-8.767507553100586
10,-5.720237731933594,-9.874210357666016,-10.115514755249023,-9.637407302856444,-9.871646881103516,-10.209271430969238
12,-5.865314960479736,-5.2423930168151855,-9.755635261535645,-8.197554588317871,-7.9740400314331055,-9.32669448852539
11,-5.596608638763428,-5.037617206573486,-9.482948303222656,-11.153402328491213,-10.430542945861816,-10.603263854980469
13,-6.290091037750244,-6.26442289352417,-8.68838119506836,-9.64445972442627,-9.833284378051758,-9.763802528381348
16,-6.224071979522705,-9.69357681274414,-9.583318710327148,-10.45734405517578,-10.426745414733888,-11.475828170776367
17,-5.443275451660156,-10.464436531066896,-10.910162925720217,-8.90034294128418,-9.243449211120604,-10.02666187286377
18,-6.715561866760254,-6.018928527832031,-9.971403121948242,-9.888748168945312,-9.889894485473633,-9.924242973327637
19,-6.611751556396484,-9.786787033081056,-9.884322166442873,-9.13353157043457,-9.088109016418455,-10.362972259521484
