,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
1,-5.720385074615479,-5.750635147094727,-7.153729438781738,-8.934081077575684,-9.249496459960938,-8.983963012695312
3,-7.124998569488525,-7.213112831115723,-10.89968490600586,-11.334839820861816,-10.12243938446045,-9.97874927520752
8,-7.271464824676514,-6.203246116638184,-9.917591094970703,-9.901389122009276,-9.446008682250977,-9.403923034667969
15,-6.526376724243164,-6.6424665451049805,-9.810941696166992,-8.843830108642578,-9.52360725402832,-10.523676872253418
2,-7.422664642333984,-10.325533866882324,-9.546538352966309,-9.513235092163086,-9.7813720703125,-10.830924987792969
14,-6.28483772277832,-10.771228790283203,-10.4846830368042,-10.044095993041992,-10.277843475341797,-10.663726806640623
12,-6.496091842651367,-5.518708229064941,-9.914607048034668,-9.002104759216309,-8.984063148498535,-9.32669448852539
21,-8.67842960357666,-9.80160427093506,-9.050823211669922,-8.916946411132812,-9.430785179138184,-9.894792556762695
23,-8.075359344482422,-10.5377197265625,-10.640908241271973,-9.991579055786133,-10.430014610290527,-11.159265518188477
9,-6.744404315948486,-5.6107330322265625,-8.777862548828125,-8.552092552185059,-8.416871070861816,-8.767507553100586
11,-6.93682336807251,-5.775835990905762,-10.36741065979004,-11.429896354675291,-11.108564376831056,-10.603263854980469
10,-6.276330947875977,-10.394688606262209,-10.011545181274414,-9.739678382873535,-9.546698570251465,-10.209271430969238
20,-6.547725677490234,-8.481354713439941,-9.276641845703123,-8.641256332397461,-9.698311805725098,-9.556931495666504
0,-6.852760314941406,-9.835060119628906,-9.058588027954102,-10.040928840637209,-7.831820011138916,-7.5390305519104
6,-6.111895561218262,-10.609326362609863,-11.404528617858888,-9.987984657287598,-10.057446479797363,-10.541935920715332
5,-7.259072303771973,-10.802979469299316,-10.140288352966309,-9.96485710144043,-9.228328704833984,-8.558660507202148
7,-7.558863639831543,-8.787591934204102,-7.065395832061768,-5.761238098144531,-8.985983848571777,-10.781481742858888
4,-6.026607513427734,-5.91469669342041,-6.198941707611084,-10.057360649108888,-8.838364601135254,-8.892985343933105
17,-5.937856674194336,-10.932540893554688,-10.777689933776855,-9.673836708068848,-9.37707805633545,-10.02666187286377
18,-7.540404796600342,-6.536056995391846,-10.038089752197266,-9.978508949279783,-10.064984321594238,-9.924242973327637
19,-7.288756847381592,-10.626171112060549,-9.96807861328125,-9.677802085876465,-9.505468368530272,-10.362972259521484
16,-8.034438133239746,-9.985464096069336,-10.543251037597656,-11.117714881896973,-10.591194152832031,-11.475828170776367
13,-7.907857894897461,-7.465754508972168,-9.743295669555664,-9.731935501098633,-9.84610366821289,-9.763802528381348
