,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
1,-7.996871471405029,-8.358154296875,-8.831035614013672,-8.876822471618652,-8.715173721313477,-8.63424301147461
3,-6.536898136138916,-8.485172271728516,-8.516231536865234,-8.44467830657959,-7.940671920776367,-8.340054512023926
8,-8.964498519897461,-8.07290267944336,-8.68537425994873,-8.35739803314209,-8.385656356811523,-7.90547513961792
2,-7.468538761138916,-8.994688034057617,-8.768223762512207,-8.642624855041504,-8.667139053344727,-7.916500091552734
14,-6.082789897918701,-7.001056671142578,-8.122196197509766,-8.2558012008667,-9.009693145751951,-8.683340072631836
12,-8.325155258178711,-9.174914360046388,-7.868167877197266,-7.886578559875488,-7.963694095611572,-7.896251201629639
21,-6.688915729522705,-8.410364151000977,-8.529863357543945,-8.875774383544922,-8.572062492370605,-8.942741394042969
23,-8.152297973632812,-8.967424392700195,-9.270791053771973,-8.56817626953125,-8.84080696105957,-9.028538703918455
9,-6.691589832305908,-8.710537910461426,-8.859976768493652,-8.112859725952148,-7.976896286010742,-8.399916648864746
0,-7.327902793884277,-7.879622459411621,-8.169886589050293,-9.112204551696776,-8.378954887390137,-8.8693265914917
10,-6.9049482345581055,-6.866702556610107,-7.085648059844971,-8.935646057128906,-8.692255020141602,-8.326508522033691
17,-5.951458930969238,-8.844496726989746,-9.08767318725586,-9.313329696655272,-9.236519813537598,-9.217638969421388
11,-6.807182312011719,-7.730899810791016,-9.578682899475098,-9.724005699157717,-8.55488395690918,-9.01952838897705
18,-8.853303909301758,-7.657702922821045,-8.633842468261719,-8.013029098510742,-8.102408409118652,-8.587479591369629
19,-6.685161113739014,-7.18919849395752,-5.991427421569824,-6.295762538909912,-8.151322364807129,-7.852581977844238
16,-6.858776092529297,-7.731341361999512,-8.331669807434082,-8.141643524169922,-7.750864028930664,-8.585698127746582
4,-7.568863868713379,-8.149827003479004,-8.04039192199707,-8.054892539978027,-8.217485427856445,-8.51618766784668
20,-7.186602592468262,-7.169337749481201,-8.199908256530762,-8.06373405456543,-7.841250419616699,-8.72021770477295
5,-7.458606243133545,-8.59187126159668,-8.211352348327637,-8.273226737976074,-7.591609001159668,-8.065421104431152
13,-7.359775066375732,-9.160038948059082,-8.787111282348633,-8.809528350830078,-8.930465698242188,-8.868426322937012
6,-6.775632381439209,-7.450964450836182,-8.189175605773926,-8.019862174987793,-7.680987358093262,-6.882585048675537
7,-7.41796875,-10.4375,-9.6875,-9.375,-9.140625,-8.8515625
15,-6.49609375,-8.71875,-8.421875,-8.453125,-8.546875,-8.671875
