,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.919209003448486,-7.115349292755127,-8.360152244567871,-9.05262851715088,-8.585890769958496,-8.8693265914917
1,-6.989184856414795,-7.980427265167236,-8.63669490814209,-8.63669490814209,-8.651840209960938,-8.63424301147461
2,-6.936190605163574,-7.45491361618042,-8.241209030151367,-8.125279426574707,-8.091638565063477,-7.916500091552734
4,-7.18645715713501,-7.638272762298584,-7.810446739196777,-7.532302379608154,-8.036823272705078,-8.51618766784668
3,-6.28800106048584,-7.409457683563232,-8.188310623168945,-7.7604475021362305,-8.019611358642578,-8.340054512023926
5,-7.224975109100342,-8.196601867675781,-8.05550479888916,-8.269622802734375,-7.714080333709717,-8.065421104431152
7,-7.251723766326904,-10.091300964355469,-9.500000953674316,-9.581064224243164,-9.477717399597168,-8.837156295776367
6,-6.556613922119141,-6.404397964477539,-7.288749694824219,-7.274016857147217,-6.424208641052246,-6.882585048675537
8,-8.57020378112793,-7.796726703643799,-8.775589942932129,-8.073309898376465,-8.321149826049805,-7.90547513961792
15,-6.001132011413574,-8.197470664978027,-8.215970993041992,-8.005407333374023,-8.287636756896973,-8.668156623840332
9,-6.556161403656006,-8.156895637512207,-9.01024341583252,-8.367646217346191,-8.091785430908203,-8.399916648864746
14,-6.2230544090271,-6.560388088226318,-8.139342308044434,-8.290477752685547,-8.94556999206543,-8.683340072631836
10,-6.435682773590088,-6.57280969619751,-6.3623456954956055,-8.63742446899414,-8.752702713012695,-8.326508522033691
12,-7.294856548309326,-8.738127708435059,-8.026576042175293,-8.026576042175293,-8.179429054260254,-7.896251201629639
11,-6.200628757476807,-7.619148254394531,-8.90689468383789,-9.325713157653809,-9.013752937316896,-9.01952838897705
13,-7.693011283874512,-8.68331241607666,-8.932960510253906,-8.932960510253906,-8.932960510253906,-8.868426322937012
16,-6.691732406616211,-6.998730659484863,-7.727465629577637,-8.20002269744873,-7.614912986755371,-8.585698127746582
17,-6.323679924011231,-8.286355018615723,-8.923168182373047,-8.533666610717773,-9.02275562286377,-9.217638969421388
18,-8.027448654174805,-7.015135288238525,-8.744440078735352,-7.973430156707764,-8.328705787658691,-8.587479591369629
19,-6.979613304138184,-6.795359611511231,-5.269919872283936,-6.013885021209717,-7.842548370361328,-7.852581977844238
