,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-3.080078125,-3.576171875,-3.634765625,-3.423828125,-2.875,-3.396484375
1,-3.728515625,-4.09375,-3.36328125,-2.947265625,-3.072265625,-3.53515625
2,-2.736328125,-3.935546875,-2.626953125,-3.009765625,-3.12890625,-3.623046875
3,-2.462890625,-3.73828125,-3.54296875,-3.54296875,-3.5234375,-4.83203125
4,-2.203125,-3.91015625,-2.94921875,-2.970703125,-3.005859375,-3.4609375
5,-2.11328125,-2.04296875,-3.681640625,-4.0234375,-2.943359375,-3.853515625
6,-2.37109375,-3.505859375,-2.98046875,-2.47265625,-2.3984375,-3.30859375
7,-2.458984375,-4.140625,-3.58984375,-4.38671875,-3.462890625,-4.19921875
8,-2.470703125,-1.8427734375,-2.87109375,-3.86328125,-3.33984375,-3.62109375
9,-2.984375,-2.99609375,-3.384765625,-3.869140625,-2.927734375,-3.8984375
10,-3.15625,-2.875,-3.15234375,-2.6953125,-2.5,-2.4296875
11,-3.5078125,-4.19140625,-4.078125,-3.57421875,-3.34765625,-3.287109375
12,-3.28515625,-2.994140625,-3.01953125,-2.720703125,-2.486328125,-3.478515625
13,-2.634765625,-1.744140625,-3.703125,-2.8671875,-2.751953125,-3.3984375
14,-2.677734375,-4.05078125,-3.736328125,-3.736328125,-3.736328125,-4.88671875
15,-2.5078125,-4.49609375,-3.15234375,-3.13671875,-2.8203125,-3.13671875
16,-2.64453125,-3.8125,-3.046875,-3.95703125,-3.70703125,-3.412109375
17,-3.294921875,-2.654296875,-4.39453125,-4.38671875,-4.2109375,-3.193359375
18,-2.30859375,-2.025390625,-3.328125,-3.044921875,-3.4375,-4.64453125
19,-2.400390625,-2.3203125,-3.2421875,-4.09765625,-4.44140625,-4.98046875
