,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo,agent0_626,agent1_626,agent2_626,agent3_626,agent4_626,agent5_626
0,-1.6028810739517212,-2.268932342529297,-3.163079738616944,-3.12643837928772,-7.354018688201904,-6.640652179718018,-2.402170181274414,-0.2048937678337097,-0.0736347734928131,-0.0748884305357933,-14.300314903259276,-20.92438697814941
2,-1.0642505884170532,-4.374397277832031,-6.208331108093262,-7.43113899230957,-7.5139241218566895,-7.991283416748047,-0.261795163154602,-11.63925838470459,-33.88422393798828,-33.59189224243164,-35.599143981933594,-35.80360794067383
4,-0.9875109791755676,-3.017464160919189,-5.7739434242248535,-5.317383766174316,-5.755250930786133,-7.084101676940918,-0.5083180665969849,-0.3133777976036072,-0.2756826281547546,-0.3164736926555633,-26.917984008789062,-22.87591361999512
6,-1.00251305103302,-2.221845865249634,-5.305174827575684,-5.882101058959961,-7.472659587860107,-6.894625186920166,-2.500573873519897,-0.0360468551516532,-1.4589121341705322,-2.9142565727233887,-8.812922477722168,-12.292976379394531
5,-0.8267893195152283,-2.77403211593628,-2.471309900283813,-4.252131462097168,-6.140537261962891,-6.758671760559082,-0.3149277567863464,-1.4041659832000732,-0.381862998008728,-0.1836047023534774,-1.4851316213607788,-10.042572021484377
1,-1.2974179983139038,-6.355621814727783,-7.512032508850098,-7.512032508850098,-7.512032508850098,-7.400829792022705,-0.711529016494751,-11.937429428100586,-13.269306182861328,-13.269306182861328,-13.269306182861328,-15.381424903869627
3,-1.0422544479370115,-3.258673906326294,-4.195065498352051,-6.487162590026856,-3.631474018096924,-4.325547695159912,-2.9085049629211426,-0.1171362921595573,-0.0558372028172016,-2.8516108989715576,-0.5463223457336426,-0.6805106401443481
7,-0.9877408742904664,-3.329280376434326,-4.915891170501709,-4.887376308441162,-7.742052555084228,-5.124213218688965,-1.0041451454162598,-0.5195677280426025,-2.653362989425659,-0.7540091872215271,-4.027729034423828,-1.146916747093201
8,-1.6530189514160156,-2.1961681842803955,-6.31820011138916,-6.801033020019531,-7.624295711517334,-8.400714874267578,-1.6350886821746826,-0.0946053639054298,-6.308197021484375,-8.058759689331055,-28.659915924072266,-26.938709259033203
10,-1.5728759765625,-8.462236404418945,-6.877973556518555,-5.02520751953125,-5.933216094970703,-5.109386444091797,-0.9749069213867188,-3.7156822681427,-35.62065124511719,-33.71677780151367,-35.68883514404297,-35.690826416015625
12,-2.913942337036133,-2.238100051879883,-3.916224479675293,-5.501796722412109,-7.28436279296875,-6.861341953277588,-1.7321622371673584,-0.3606232106685638,-0.5246360898017883,-5.873238563537598,-15.234970092773438,-13.499144554138184
14,-1.2677931785583496,-2.019783735275269,-3.838244915008545,-5.510771751403809,-6.366589069366455,-6.317205905914307,,,,,,
13,-1.2827463150024414,-2.7483997344970703,-4.391528129577637,-7.334343910217285,-6.744350910186768,-7.670776844024658,-0.7360553741455078,-0.1930874437093734,-0.0439117290079593,-10.17860507965088,-10.936869621276855,-16.36825942993164
11,-1.121323585510254,-2.3211874961853027,-3.120910882949829,-4.597877502441406,-5.970650672912598,-5.726164817810059,-1.187517762184143,-0.9433529376983644,-0.7939385175704956,-3.229950189590454,-0.1303901970386505,-6.428050994873047
18,-2.1809797286987305,-1.5257171392440796,-2.580739498138428,-7.439648628234863,-6.687225341796875,-7.636023044586182,-1.8506697416305544,-0.261538952589035,-1.8847076892852783,-33.301597595214844,-33.547447204589844,-32.961883544921875
15,-1.1935749053955078,-3.489305019378662,-6.220603942871094,-7.167325973510742,-7.207197189331055,-6.8938751220703125,,,,,,
9,-1.2336397171020508,-1.6116207838058472,-3.478933811187744,-6.650662899017334,-5.838656902313232,-7.500367164611816,-1.4568032026290894,-0.6060048937797546,-0.2847202718257904,-11.067723274230955,-1.341286301612854,-8.72552490234375
16,-1.230603575706482,-1.956787347793579,-1.6730177402496338,-2.366383552551269,-3.160691976547241,-4.38995361328125,-0.6017954349517822,-0.1279763281345367,-0.9416059255599976,-0.4605196416378021,-0.6199431419372559,-0.1854730397462844
19,-2.4540276527404785,-3.964107036590576,-6.226559638977051,-5.398853302001953,-6.961516380310059,-7.583442211151123,-1.0692365169525146,-0.1273325681686401,-1.3823407888412476,-1.5360543727874756,-32.310882568359375,-30.762102127075195
17,-0.8591659069061279,-1.7880780696868896,-4.45152473449707,-4.8980889320373535,-5.7870283126831055,-6.821546077728272,-0.5168519020080566,-1.1741527318954468,-3.768256425857544,-13.501605033874512,-15.167887687683104,-13.69597625732422
