,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,0.25,0.1197916666666666,0.125,0.1354166666666666,0.0,0.0
1,0.328125,0.0,0.0,0.0,0.0,0.0
2,0.234375,0.0104166666666666,0.0104166666666666,0.0,0.0,0.0
3,0.2864583333333333,0.1302083333333333,0.1041666666666666,0.0,0.1927083333333333,0.0572916666666666
4,0.3020833333333333,0.1041666666666666,0.0,0.0052083333333333,0.0,0.0
5,0.3125,0.0364583333333333,0.1197916666666666,0.03125,0.0,0.0
6,0.3645833333333333,0.1510416666666666,0.0052083333333333,0.0,0.0,0.0
7,0.3802083333333333,0.03125,0.0260416666666666,0.0208333333333333,0.0,0.0729166666666666
8,0.2604166666666667,0.2708333333333333,0.0,0.0,0.0,0.0
9,0.3020833333333333,0.3072916666666667,0.0625,0.0,0.0,0.0
10,0.2447916666666666,0.0,0.0,0.0,0.0,0.0
11,0.3177083333333333,0.3541666666666667,0.09375,0.0625,0.0677083333333333,0.046875
12,0.109375,0.234375,0.0677083333333333,0.0,0.0,0.0
13,0.2864583333333333,0.0208333333333333,0.03125,0.0,0.0,0.0
14,0.328125,0.1145833333333333,0.0989583333333333,0.0,0.0,0.0052083333333333
15,0.328125,0.0364583333333333,0.0,0.0,0.0,0.0
16,0.234375,0.21875,0.2083333333333333,0.03125,0.0625,0.0260416666666666
17,0.2916666666666667,0.0729166666666666,0.046875,0.0,0.0,0.0
18,0.1302083333333333,0.265625,0.1822916666666666,0.0052083333333333,0.0,0.0
19,0.109375,0.0625,0.0,0.0104166666666666,0.0052083333333333,0.0
