,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.859375,-7.44921875,-7.56640625,-8.0546875,-6.94921875,-6.63671875
1,-8.609375,-7.62890625,-8.9609375,-8.7734375,-8.90625,-9.21875
2,-8.453125,-6.39453125,-8.9140625,-8.6796875,-7.78515625,-7.28125
3,-7.58203125,-8.375,-8.59375,-8.78125,-8.7890625,-8.8359375
4,-8.2421875,-9.3125,-8.9609375,-8.0546875,-8.1640625,-7.4140625
5,-7.8125,-8.7265625,-7.80859375,-7.87890625,-7.46484375,-8.1953125
6,-8.3515625,-7.578125,-7.37890625,-7.7421875,-7.69921875,-7.9140625
7,-8.1015625,-8.5234375,-8.6484375,-8.953125,-8.5,-8.140625
8,-7.5703125,-7.12890625,-8.0234375,-7.796875,-8.09375,-8.578125
9,-7.69140625,-8.1171875,-8.1015625,-8.34375,-8.4765625,-9.078125
10,-8.6875,-8.9296875,-8.0625,-7.953125,-8.09375,-8.234375
11,-10.90625,-9.984375,-8.4765625,-8.8828125,-7.21484375,-8.03125
12,-7.30078125,-7.2421875,-7.94140625,-7.88671875,-8.4140625,-8.6640625
13,-8.71875,-9.9765625,-8.6953125,-8.796875,-8.890625,-8.84375
14,-8.3203125,-8.734375,-8.328125,-7.78515625,-7.4609375,-7.734375
15,-7.2578125,-7.18359375,-9.0390625,-8.453125,-8.4609375,-8.5703125
16,-8.4453125,-7.0859375,-8.6328125,-8.8828125,-8.1953125,-8.671875
17,-8.359375,-8.0078125,-8.234375,-7.69140625,-7.5625,-7.88671875
18,-7.05078125,-7.546875,-7.5859375,-7.859375,-7.859375,-7.87890625
19,-8.0234375,-8.3125,-8.1953125,-8.84375,-8.703125,-9.1796875
