,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.9380953311920166,-9.5719633102417,-9.620407104492188,-10.289621353149414,-9.465568542480469,-10.283644676208496
1,-3.52109432220459,-9.157631874084473,-10.788476943969728,-9.271910667419434,-9.5382719039917,-10.45111846923828
2,-3.723227262496948,-4.62904167175293,-9.405197143554688,-9.721681594848633,-9.349332809448242,-10.454442024230955
4,-3.1340551376342773,-4.404338836669922,-9.941006660461426,-7.8116774559021,-9.379146575927734,-9.304360389709473
3,-3.741731643676758,-3.58176589012146,-9.738533020019531,-8.745810508728027,-9.148658752441406,-9.591348648071287
5,-4.418529510498047,-8.861706733703613,-9.245720863342283,-9.26124095916748,-9.114898681640623,-9.731707572937012
7,-4.727232933044434,-7.1818952560424805,-6.981972694396973,-6.72262716293335,-9.395554542541504,-9.607861518859863
6,-4.609899520874023,-5.229591369628906,-4.2121195793151855,-9.117828369140623,-9.102239608764648,-9.400604248046877
8,-3.0633251667022705,-4.120964050292969,-7.004318714141846,-9.28623104095459,-10.753631591796877,-10.237163543701172
15,-3.9580893516540527,-9.035314559936523,-9.272255897521973,-9.442633628845217,-9.35433864593506,-9.764251708984377
9,-4.620458126068115,-8.874608993530273,-9.52866554260254,-9.811041831970217,-8.790520668029785,-9.983397483825684
14,-3.041131496429444,-5.537220478057861,-9.820133209228516,-9.98674774169922,-9.796446800231934,-10.336819648742676
10,-4.471633434295654,-7.616105079650879,-9.996203422546388,-10.112460136413574,-9.939337730407717,-10.045188903808594
12,-5.216062545776367,-7.852742195129394,-8.95709228515625,-8.144518852233887,-10.212447166442873,-10.04136562347412
11,-2.888932704925537,-4.005776882171631,-8.805534362792969,-9.772872924804688,-9.709240913391112,-10.379165649414062
13,-4.164651393890381,-6.996344566345215,-10.283445358276367,-9.256292343139648,-9.27582550048828,-9.936766624450684
16,-4.369554042816162,-5.416285991668701,-4.338550567626953,-9.06447696685791,-9.068961143493652,-10.17239475250244
17,-3.867600440979004,-5.349560737609863,-9.176864624023438,-10.55675220489502,-9.326114654541016,-10.331110954284668
18,-5.5928955078125,-4.249672889709473,-9.103423118591309,-8.930582046508789,-10.026113510131836,-8.682076454162598
19,-3.442897319793701,-7.355149269104004,-11.133889198303224,-10.626511573791504,-10.400556564331056,-11.015439987182617
