,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9375,0.9375,0.4652777777777778
1,0.9513888888888888,0.9513888888888888,0.9930555555555556,0.9652777777777778,0.4930555555555556,0.8541666666666666
2,0.9513888888888888,0.8680555555555556,0.6666666666666666,0.9097222222222222,0.7083333333333334,0.7638888888888888
3,0.9722222222222222,0.9513888888888888,0.9444444444444444,0.9027777777777778,0.875,0.8125
4,0.9861111111111112,0.7847222222222222,0.9305555555555556,0.9583333333333334,0.875,0.9305555555555556
5,0.9583333333333334,0.9305555555555556,0.9791666666666666,0.9583333333333334,0.9861111111111112,0.7986111111111112
6,0.9722222222222222,0.2986111111111111,0.4166666666666667,0.7152777777777778,0.9236111111111112,0.9444444444444444
7,0.9444444444444444,0.9444444444444444,0.7638888888888888,0.5208333333333334,0.9444444444444444,0.6388888888888888
8,0.9791666666666666,0.8472222222222222,0.3611111111111111,0.1597222222222222,0.7708333333333334,0.9305555555555556
9,0.9930555555555556,0.9791666666666666,0.8055555555555556,0.8125,0.9027777777777778,0.7847222222222222
10,0.9791666666666666,0.9652777777777778,0.9722222222222222,0.9444444444444444,0.8888888888888888,0.1388888888888889
11,0.9930555555555556,0.9166666666666666,0.6111111111111112,0.8055555555555556,0.7986111111111112,0.8333333333333334
12,0.9444444444444444,0.8819444444444444,0.9791666666666666,0.9513888888888888,0.9444444444444444,0.9513888888888888
13,0.9791666666666666,0.9375,0.8611111111111112,0.8472222222222222,0.8125,0.4305555555555556
14,0.9444444444444444,0.4375,0.0833333333333333,0.0625,0.7361111111111112,0.7569444444444444
15,0.9722222222222222,0.9861111111111112,0.9652777777777778,0.8472222222222222,0.4444444444444444,0.7708333333333334
16,0.9583333333333334,0.9097222222222222,0.9305555555555556,0.9583333333333334,0.8194444444444444,0.9027777777777778
17,0.9861111111111112,0.8541666666666666,0.9097222222222222,0.8472222222222222,0.5486111111111112,0.1111111111111111
18,0.9861111111111112,0.9722222222222222,0.4583333333333333,0.7222222222222222,0.7222222222222222,0.8402777777777778
19,0.9791666666666666,0.9097222222222222,0.875,0.5277777777777778,0.9305555555555556,0.8333333333333334
