,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-10.96875,-6.703125,-6.7734375,-7.29296875,-6.9375,-7.03515625
1,-10.9140625,-7.390625,-8.546875,-7.7109375,-7.80859375,-6.64453125
2,-12.0,-6.46484375,-5.9375,-4.953125,-5.5703125,-5.80078125
3,-9.953125,-7.46484375,-7.4453125,-7.4453125,-7.07421875,-7.2890625
4,-10.65625,-6.9453125,-7.05078125,-6.44140625,-6.69921875,-8.4609375
5,-9.9609375,-7.390625,-7.12109375,-7.8203125,-7.03125,-7.21484375
6,-9.59375,-7.79296875,-7.5625,-7.12109375,-7.78515625,-7.515625
7,-9.828125,-7.41015625,-5.515625,-6.51953125,-5.87109375,-6.37890625
8,-10.0703125,-7.8359375,-7.171875,-7.0078125,-7.15234375,-7.11328125
9,-11.59375,-6.37890625,-6.11328125,-7.046875,-6.8046875,-6.71484375
10,-9.171875,-6.83984375,-7.078125,-6.94140625,-6.73828125,-7.0859375
11,-9.7734375,-6.921875,-6.40234375,-6.77734375,-6.93359375,-7.3515625
12,-10.8515625,-7.33203125,-7.13671875,-8.4375,-8.859375,-8.25
13,-10.515625,-6.8203125,-6.0859375,-6.71484375,-6.7265625,-6.484375
14,-9.796875,-8.109375,-6.43359375,-6.05859375,-7.0703125,-6.5859375
15,-9.75,-7.37109375,-6.9921875,-6.89453125,-7.01953125,-7.07421875
16,-11.0546875,-8.0078125,-7.171875,-7.51171875,-7.8359375,-7.09375
17,-11.3828125,-7.17578125,-7.09765625,-6.9921875,-7.609375,-6.96875
18,-9.2734375,-7.04296875,-7.03515625,-7.296875,-6.48828125,-7.18359375
19,-9.4921875,-6.96484375,-6.2421875,-5.6796875,-6.87109375,-6.52734375
