,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-9.0078125,-6.46484375,-6.39453125,-6.75,-6.6015625,-7.03515625
1,-8.75,-6.94140625,-6.59375,-6.70703125,-7.37890625,-6.64453125
2,-9.015625,-6.5,-6.46484375,-4.83203125,-4.9609375,-5.80078125
3,-8.0234375,-6.13671875,-6.56640625,-6.37109375,-6.5,-7.2890625
4,-8.765625,-6.2578125,-6.85546875,-5.5078125,-6.25390625,-8.4609375
5,-8.8359375,-6.2578125,-5.90234375,-6.921875,-6.73828125,-7.21484375
6,-8.5078125,-7.41015625,-6.98828125,-6.68359375,-6.76171875,-7.515625
7,-8.1953125,-6.47265625,-4.625,-5.60546875,-4.93359375,-6.37890625
8,-8.5859375,-7.19921875,-6.37890625,-6.01953125,-6.01953125,-7.11328125
9,-8.4921875,-6.83984375,-5.37109375,-6.05859375,-6.453125,-6.71484375
10,-8.984375,-5.9609375,-7.0703125,-6.83984375,-5.65625,-7.0859375
11,-8.6953125,-6.609375,-6.03125,-6.03515625,-6.03515625,-7.3515625
12,-8.5703125,-6.203125,-6.5078125,-7.73828125,-7.5078125,-8.25
13,-9.15625,-6.30859375,-5.4375,-5.20703125,-5.20703125,-6.484375
14,-8.234375,-6.66015625,-5.50390625,-5.7265625,-6.41796875,-6.5859375
15,-8.3515625,-6.3125,-6.43359375,-6.33203125,-6.27734375,-7.07421875
16,-8.1953125,-6.94921875,-6.5703125,-7.6953125,-7.9140625,-7.09375
17,-9.578125,-6.70703125,-5.67578125,-5.45703125,-6.86328125,-6.96875
18,-7.94140625,-6.73828125,-6.21875,-6.9453125,-5.890625,-7.18359375
19,-8.46875,-6.6015625,-5.8359375,-5.65234375,-7.01171875,-6.52734375
