,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-5.52734375,-6.05078125,-6.85546875,-6.69921875,-6.796875,-6.46875
1,-5.546875,-5.76171875,-6.5859375,-6.14453125,-6.02734375,-6.921875
2,-5.296875,-5.90625,-6.56640625,-7.00390625,-7.328125,-6.58984375
3,-5.26953125,-6.6640625,-6.70703125,-6.25390625,-7.52734375,-7.55078125
4,-5.4609375,-4.94921875,-4.828125,-7.69921875,-7.41796875,-7.515625
5,-4.95703125,-6.29296875,-5.4140625,-5.4140625,-5.4140625,-7.10546875
6,-4.99609375,-6.07421875,-8.9140625,-9.828125,-9.4375,-10.0078125
7,-5.48046875,-6.38671875,-5.6171875,-5.09375,-5.19140625,-6.40234375
8,-5.33203125,-6.3046875,-7.00390625,-6.5703125,-6.4609375,-7.52734375
9,-5.37109375,-7.69140625,-7.37109375,-6.94921875,-6.6953125,-8.3359375
10,-4.87109375,-5.55078125,-6.07421875,-5.70703125,-5.84765625,-7.4765625
11,-4.6484375,-6.76171875,-7.0859375,-6.40234375,-6.578125,-6.50390625
12,-5.85546875,-7.296875,-8.15625,-8.2734375,-8.75,-9.0
13,-4.8359375,-5.29296875,-6.2421875,-6.890625,-7.0,-7.91015625
14,-4.77734375,-6.09765625,-6.61328125,-6.8359375,-6.47265625,-8.2578125
15,-5.15625,-6.0390625,-6.65234375,-7.234375,-11.046875,-12.3671875
16,-5.5546875,-6.4375,-6.67578125,-6.24609375,-5.94921875,-7.0703125
17,-5.58984375,-7.15234375,-6.16796875,-6.4140625,-7.20703125,-7.48828125
18,-5.06640625,-5.80859375,-6.61328125,-6.35546875,-5.90234375,-5.4765625
19,-5.3984375,-6.1953125,-6.35546875,-6.35546875,-6.453125,-7.6640625
