,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-6.80859375,-6.75390625,-6.20703125,-6.6484375,-8.03125,-7.0078125
1,-6.6171875,-5.78125,-5.125,-4.7890625,-4.28125,-5.45703125
2,-5.640625,-6.34375,-5.00390625,-4.6796875,-5.0078125,-6.18359375
3,-4.62109375,-6.0703125,-5.578125,-6.09765625,-5.60546875,-6.01171875
4,-6.671875,-5.80859375,-6.2890625,-5.39453125,-5.5,-6.26953125
5,-6.02734375,-6.46484375,-6.921875,-6.6796875,-7.6875,-5.1953125
6,-4.75390625,-5.83203125,-6.08203125,-6.43359375,-5.33203125,-6.10546875
7,-3.771484375,-7.2109375,-6.0625,-5.9453125,-5.8046875,-5.015625
8,-6.73828125,-6.6953125,-6.921875,-7.41015625,-9.34375,-8.0625
9,-3.892578125,-6.83984375,-5.8671875,-5.11328125,-5.74609375,-6.3203125
10,-4.4453125,-6.15234375,-6.515625,-7.05859375,-5.4609375,-5.96875
11,-3.427734375,-6.9765625,-6.84765625,-6.8984375,-6.46875,-5.99609375
12,-7.8515625,-6.0,-7.03515625,-6.5546875,-6.92578125,-8.0390625
13,-3.61328125,-4.5546875,-4.953125,-5.8125,-6.42578125,-6.49609375
14,-4.8671875,-5.9609375,-6.28515625,-5.61328125,-6.1171875,-6.05859375
15,-4.8203125,-7.53515625,-6.6484375,-6.12109375,-5.1953125,-4.3046875
16,-5.9609375,-6.93359375,-5.81640625,-6.0546875,-6.42578125,-6.2421875
17,-4.34765625,-5.58203125,-6.3046875,-5.6796875,-5.875,-5.16796875
18,-5.0546875,-6.24609375,-5.7421875,-6.26953125,-6.7109375,-5.5859375
19,-6.7578125,-6.48828125,-6.265625,-6.2109375,-6.21875,-6.11328125
