,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-10.109375,-11.2890625,-13.765625,-14.046875,-13.3515625,-13.484375
1,-6.75,-12.96875,-13.21875,-12.15625,-11.4375,-12.3984375
2,-8.0234375,-10.7109375,-10.109375,-9.1640625,-9.65625,-7.52734375
3,-7.50390625,-11.9375,-13.5078125,-13.453125,-12.953125,-13.546875
4,-8.9609375,-14.0078125,-14.0078125,-14.296875,-11.9609375,-12.4453125
5,-9.375,-12.515625,-13.1796875,-11.109375,-12.40625,-12.59375
6,-8.9453125,-12.6171875,-11.046875,-11.21875,-11.328125,-11.609375
7,-7.02734375,-13.78125,-12.2578125,-10.140625,-11.0703125,-11.3515625
8,-8.5,-10.84375,-12.2890625,-14.015625,-14.6015625,-13.03125
9,-17.5,-12.4609375,-10.421875,-9.96875,-9.6953125,-11.34375
10,-7.359375,-11.1171875,-10.421875,-12.0703125,-13.1484375,-13.6796875
11,-8.5,-12.75,-9.0703125,-9.03125,-9.171875,-10.4921875
12,-8.5078125,-13.046875,-10.1953125,-12.8359375,-12.796875,-13.9140625
13,-7.421875,-12.1328125,-14.4921875,-12.265625,-11.265625,-11.640625
14,-8.4375,-11.609375,-11.4765625,-11.046875,-11.6015625,-10.515625
15,-9.453125,-13.8984375,-13.2578125,-12.7734375,-13.21875,-13.96875
16,-10.0625,-13.078125,-12.1171875,-12.5,-11.4453125,-12.3515625
17,-6.46875,-11.484375,-10.4140625,-10.890625,-11.7109375,-12.84375
18,-7.66796875,-13.3671875,-10.9765625,-11.6640625,-12.1796875,-12.7109375
19,-8.1328125,-12.5859375,-11.1171875,-12.546875,-13.21875,-12.03125
