,0,1,2
0,0.7189873417721518,0.7341772151898734,0.7240506329113924
1,0.7151898734177216,0.739240506329114,0.7468354430379747
2,0.7088607594936709,0.7278481012658228,0.739240506329114
3,0.7164556962025317,0.7316455696202532,0.7291139240506329
4,0.7189873417721518,0.7354430379746836,0.7265822784810126
5,0.7037974683544304,0.7329113924050633,0.7417721518987341
6,0.720253164556962,0.7329113924050633,0.7354430379746836
7,0.7265822784810126,0.7443037974683544,0.7341772151898734
8,0.7151898734177216,0.7518987341772152,0.7481012658227848
9,0.7177215189873418,0.730379746835443,0.7417721518987341
10,0.7151898734177216,0.7316455696202532,0.7443037974683544
11,0.7113924050632912,0.7354430379746836,0.7582278481012659
12,0.7253164556962025,0.7341772151898734,0.7455696202531645
13,0.7151898734177216,0.7354430379746836,0.7556962025316456
14,0.7126582278481013,0.7493670886075949,0.7367088607594937
15,0.7215189873417721,0.7341772151898734,0.7455696202531645
16,0.7126582278481013,0.7367088607594937,0.7341772151898734
17,0.7164556962025317,0.6873417721518987,0.7189873417721518
18,0.7240506329113924,0.7481012658227848,0.760759493670886
19,0.7126582278481013,0.7367088607594937,0.7329113924050633
