,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-1.645662546157837,-11.192049980163574,-10.82296371459961,-10.66975212097168,-11.275611877441406,-11.342287063598633
1,-1.5656795501708984,-10.660627365112305,-11.319876670837402,-11.14154052734375,-10.933309555053713,-8.738767623901367
2,-1.55729079246521,-10.06969165802002,-11.726607322692873,-10.901630401611328,-11.754663467407228,-12.257854461669922
4,-1.4134703874588013,-2.232882499694824,-8.853910446166992,-13.067426681518556,-10.715044021606444,-11.82693099975586
3,-2.037239789962769,-4.053171157836914,-8.195306777954102,-11.86076545715332,-10.265280723571776,-11.859511375427246
5,-2.8802435398101807,-6.2740983963012695,-3.633391857147217,-12.015686988830566,-12.034074783325195,-12.475175857543944
7,-1.423938870429993,-4.904043197631836,-11.890058517456056,-11.665905952453612,-10.072149276733398,-10.238606452941896
6,-1.471292495727539,-7.238925457000732,-10.436517715454102,-10.485483169555664,-10.45155143737793,-12.71387004852295
15,-1.4686400890350342,-3.5540428161621094,-12.393962860107422,-9.367006301879885,-10.783148765563965,-10.447066307067873
8,-2.0583629608154297,-6.131343364715576,-10.88302993774414,-11.281133651733398,-9.131551742553713,-10.094256401062012
9,-2.0344057083129883,-5.50480318069458,-12.89868450164795,-11.758651733398438,-11.218509674072266,-12.818099975585938
14,-1.7219009399414062,-10.990850448608398,-11.096762657165527,-10.958443641662598,-10.641629219055176,-11.175573348999023
10,-2.073784112930298,-7.196694850921631,-11.253399848937988,-8.32412338256836,-11.116786003112791,-11.830840110778809
12,-1.4668991565704346,-5.120457649230957,-11.497644424438477,-11.090344429016112,-10.506298065185549,-11.635979652404783
11,-2.870001792907715,-7.136338233947754,-8.096548080444336,-8.843901634216309,-9.355196952819824,-8.179447174072266
13,-1.36836838722229,-6.642159938812256,-6.708063125610352,-10.674590110778809,-10.970221519470217,-11.535072326660156
16,-2.3784403800964355,-4.700996398925781,-10.732638359069824,-12.22006130218506,-12.223055839538574,-12.301247596740724
17,-2.244978666305542,-4.239059448242188,-5.354817867279053,-12.547883987426758,-11.408613204956056,-12.395583152770996
18,-3.220423936843872,-6.592920780181885,-6.80016565322876,-5.828239440917969,-11.838486671447754,-11.255085945129396
19,-3.2256968021392822,-11.39498805999756,-11.638476371765137,-9.720903396606444,-9.625238418579102,-11.040093421936035
