,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.70703125,-9.65625,-9.40625,-9.40625,-9.40625,-12.296875
1,-7.25390625,-11.09375,-10.21875,-11.046875,-10.8515625,-9.6640625
2,-7.26171875,-11.890625,-11.46875,-12.15625,-10.90625,-13.4140625
3,-6.82421875,-12.09375,-11.0859375,-10.375,-9.4609375,-12.2265625
4,-7.45703125,-12.3203125,-9.640625,-9.1171875,-9.1171875,-12.2578125
5,-6.984375,-11.8984375,-13.9140625,-14.671875,-13.859375,-14.3203125
6,-7.57421875,-10.53125,-12.421875,-11.859375,-12.796875,-13.4296875
7,-8.6015625,-12.59375,-11.3125,-10.390625,-10.390625,-13.4453125
8,-7.0234375,-11.65625,-11.0625,-10.2890625,-10.2890625,-12.296875
9,-6.75,-11.3984375,-11.078125,-11.0078125,-11.546875,-11.734375
10,-6.61328125,-11.03125,-10.0234375,-10.421875,-9.5390625,-11.4140625
11,-6.7265625,-10.546875,-8.7734375,-10.0,-10.40625,-10.0078125
12,-8.0625,-11.203125,-11.2265625,-10.2265625,-11.0859375,-11.796875
13,-7.00390625,-11.7265625,-10.4453125,-9.6015625,-9.6328125,-11.90625
14,-7.078125,-11.53125,-10.4296875,-10.90625,-11.734375,-12.421875
15,-7.41015625,-10.3203125,-9.3359375,-9.6484375,-9.1640625,-9.046875
16,-7.65234375,-11.7109375,-10.4921875,-11.0,-11.265625,-12.8359375
17,-7.54296875,-11.4609375,-9.7265625,-10.796875,-11.4609375,-11.765625
18,-7.4453125,-10.890625,-9.0,-9.7734375,-8.75,-8.7421875
19,-7.6484375,-10.7578125,-10.5,-10.3125,-9.96875,-11.671875
